BJD RV e_RV BERV rv4 e_rv4 rv7 e_rv7 rv8 e_rv8 rv9 e_rv9 rv10 e_rv10 rv12 e_rv12 rv13 e_rv13 rv14 e_rv14 rv17 e_rv17 rv18 e_rv18 rv19 e_rv19 filename
2460077.9000580856 180.17665375597218 201.42574331389915 19.865325501127206 908.9282510732006 207.75272340344884 73.69234058063152 287.16487863875767 989.8499093890233 154.56169275236098 -242.87380393079442 209.18045056658366 922.3928541187001 179.67920909776132 344.4397696622242 174.45237747632373 -38.59560465281246 260.8867286218716 -1249.717208444568 263.26707548885764 -257.86308871561664 275.29908899197443 -57.507948937939354 196.29734436258323 589.1977211736452 192.6928064765031 et01A_o8.fits
2460077.9000580856 292.16737696213494 109.63643305000905 19.865325501127206 621.3322639032202 241.0699959022859 77.59232294737419 294.0336716533713 994.7599489158642 154.83459650177494 -250.02241756595822 197.17827141061855 478.26420106050756 197.6174172367673 380.00505346886916 174.36158454063155 -45.95174008977645 249.93894771327044 152.72654148544927 240.92669580740002 -54.79732173839702 302.55787579783805 278.7363978050822 212.9090208544233 581.1958963912488 225.21482500488096 et01B_o8.fits
2460182.667367099 195.18228924771145 171.72431584583776 -18.99552080678977 601.2078347049064 196.58928703201312 888.1589671960627 304.96764367013935 1189.6217447948961 159.2086869663667 -792.3267099279293 232.01053473111773 505.71965239061456 175.2141577893784 -228.97129028218416 228.89356077821213 85.08128057428117 227.4752820542962 -322.150802964224 233.6143845472243 91.68515214980768 244.2216696094131 -65.30044074342483 198.93036480300398 194.2797938320193 211.21961511606804 et02A_o8.fits
2460182.667367099 409.9806796815348 150.1716773628012 -18.99552080678977 1022.3166364712233 342.52720635487793 398.7596451427099 272.5821564814928 1093.2057520624357 126.49217214575162 -570.6041718433385 187.04118541770217 545.3032983608271 168.00389887807034 727.7442695537242 165.34211927727887 58.104942934754845 203.9922611287311 -185.8349982303378 186.2977037661771 642.2559311216321 250.6884493463773 278.9602730226715 186.2815997639327 499.5758979005805 202.04626207852834 et02B_o8.fits
2460480.6799012288 303.50274150056975 189.1933466595187 7.079522696859324 1599.781586557861 403.1536317827521 -793.6120136542717 279.8551803691089 599.8245365872111 130.69991178745798 470.1476227659245 201.11521002904956 509.56895443307036 176.5661894973749 -340.783635294366 164.3505497359352 568.4907081769877 168.68341748416563 328.64625125400005 207.38800336931217 -91.8458831937622 237.04613689127612 -106.56686215691623 145.19954619348104 594.8788910305291 162.47943465924067 et03A_o8.fits
2460480.6799012288 246.30797947944936 146.67972286391375 7.079522696859324 845.5031425214586 462.61198515787925 833.714732366193 217.69378032976988 -430.76119792139235 111.20529053814765 -486.1891241038816 167.292610602683 92.15331386173273 142.0516891331333 391.2529627294234 170.41788701466984 -237.36410294999584 191.55944484086547 742.854109867914 163.55319387843986 243.28200709795962 253.12941105335736 114.98975063517736 162.6416211261207 599.9521801693542 158.25881150482897 et03B_o8.fits
2460546.6608051653 363.79853722740063 158.7504260034787 -18.60915950821904 -303.815569894127 269.6685059829806 477.8446027693201 283.23380328668617 1445.7960992737017 152.49665491696567 16.413547864192658 213.42723882725124 536.8368995324404 195.7739968369858 362.4521926689102 174.9797216851038 -324.8523431378786 228.74472990866784 1028.6199289922608 224.0638519641293 359.50629799401673 243.14100228432235 93.78974044473995 161.35008711778485 309.19251299383035 171.4356166237274 et04A_o8.fits
2460546.6608051653 17.723866246220915 107.17642680882413 -18.60915950821904 647.5807012176324 305.04384653211696 418.9611549254343 321.9509418070928 310.448153283692 178.59949477579855 -69.86459043025042 248.8074920880447 -50.954301732799465 195.4590063590163 -130.49390624225686 192.3786559794938 -478.66661126250204 236.8893560522268 -450.71910758825254 258.64380046380353 -155.7538892862838 258.92191175661185 -126.22847196668685 197.704953069289 280.65339779070325 203.2521684834757 et04B_o8.fits
2460574.597454844 25.189855896858468 177.95389159432023 -24.430914296540266 -0.43448128102645256 inf 155.4173473945368 419.838924351695 -260.85907497923665 267.4623930942731 359.95504915882157 360.39959448801545 775.2006329163161 341.1818655537582 478.7092331318069 329.2840005191874 -705.3427094017461 403.6637686868663 -1056.1981044120191 321.2910237844924 432.36219435322874 299.1244670815879 5.336454819615451 276.36413561845296 67.3175359872612 255.87217772052446 et05A_o8.fits
2460574.597454844 -89.40892975853484 94.22244396723131 -24.430914296540266 47.399514311696045 201.81146477738616 19.815993671690194 306.10076580314455 239.54140198133948 235.31557999661175 -142.59147334954739 317.10945682480184 -354.87923657877843 241.76741761062016 146.2158627841671 250.68232013009057 -347.98734320218523 252.80982059219497 -793.193446188947 309.6483229975949 253.1549993555892 274.3011728248522 -128.42235169495615 163.8415326332008 77.44785156604891 216.48128676033775 et05B_o8.fits
