CD-35 2722;CD-35  2722;06 09 19.2081174720 -35 49 31.065774636;-3.605  -56.077  [0.014 0.015 90];44.7203 [0.0128] A 2020yCat.1350....0G;v:spectroscopic 31.835 (Opt) A [0.035] 2021A&A...645A..30Z


