BJD n order chunk rv e_rv norm0 e_norm0 norm1 e_norm1 norm2 e_norm2 wave0 e_wave0 wave1 e_wave1 wave2 e_wave2 ip0 e_ip0 atm0 e_atm0 atm1 e_atm1 atm2 e_atm2 atm3 e_atm3 bkg0 e_bkg0 prms
2460696.6456115656 1 4 0 -1540.8241065935508 202.31277212909956 1082.9096425695088 2426.9333957267295 -0.03451198632540167 0.07755668486893709 5.7309820211939827e-05 0.00012893106750457549 15247.924065124196 0.010459024474847053 0.04816357266482659 6.657933742513749e-06 -5.120208196610123e-07 1.3920819999520502e-08 1.155748112713381 0.12002802570247072 1.7158908094058114 4.058017932777768 nan 0 nan 0 -0.18851703171342257 1.4022401869109233 -0.3488915858298513 1.4596362131381255 5.581062408515805
2460696.6456115656 1 7 0 -2196.392649536053 211.1588965169574 2007.8814829413916 1270.130608183354 0.06914023524789085 0.04236150498228393 9.253630243330805e-05 5.8339023411399784e-05 15671.378239620077 0.01250754684931663 0.04950458040572888 9.728223593883118e-06 -5.596174707976825e-07 1.671526110660666e-08 1.458585318430668 0.09002776360768597 0.31924431501773987 0.8039461856377348 nan 0 nan 0 0.38393247281794357 0.2698053371566016 -0.5999986279236954 0.2531313094294789 4.9519320180645705
2460696.6456115656 1 8 0 1437.0110540007847 105.35958191126807 765.5914682177048 108.73256879905242 -0.17253610054042143 0.024463433859110834 0.0006545599185402048 9.301139453122367e-05 15777.17809422062 0.0028059545141795083 0.046979526627717816 4.093985034436053e-06 -5.885170860987546e-07 7.525829118431052e-09 1.1875805126142818 0.06664848820706196 0.27239652274708187 2.595263970924668 nan 0 nan 0 0.878153753501859 0.16389522010574328 -0.13536329878054562 0.12311994241112147 5.0945312253444115
2460696.6456115656 1 9 0 -726.0817837958942 139.0202932253023 1188.8891595240598 218.9353563581104 0.052444603625398795 0.0097363019335506 -3.0143730631854747e-05 7.960401695886308e-06 16004.614348055222 0.0039169900504155775 0.05323364113592776 8.439845555476356e-06 -5.16289264545232e-07 1.3441192684038496e-08 1.276629818820524 0.07201743446049132 1.3488666354753096 1.6776170003830588 nan 0 nan 0 0.6973587614299707 0.16385543091249308 -0.2647173982799716 0.13592898967480224 5.877466587802894
2460696.6456115656 1 10 0 -1336.9670469679675 104.7284900014493 2587.978892879895 1243.4762987591855 -0.0368250947964982 0.018237281657466596 -2.8692946080578504e-06 1.206834360117133e-05 16118.924532487625 0.003633671439931086 0.050873746122503144 6.382289108224985e-06 -5.369767345576884e-07 9.582184054216892e-09 1.2377300655819345 0.06134818387607042 1.8244820742246537 1.2251844417838846 5.978007151135126 4.2883452818098595 nan 0 0.2826970915377155 0.1502566417155337 -0.6527330482085576 0.16703348269749455 4.8314539352949115
2460696.6456115656 1 12 0 -1120.9787224561694 151.18427962896791 2922.8994133363876 2264.444091056857 0.08893657192765286 0.06937002735123896 0.00012635033645117097 9.915115981792785e-05 16475.008158121458 0.007265138522492211 0.054778275683953194 7.2882664524847265e-06 -5.379406741724078e-07 1.60985032703066e-08 1.8973268975636168 0.11442033942800549 0.8134238158063092 0.6987104571150815 0.2913505565809773 0.2476783166051876 nan 0 0.34837856068138623 0.2752706976894726 -0.6723597224606552 0.25391919255341594 5.223601256210994
2460696.6456115656 1 13 0 -1156.3579146150146 220.136921546451 1169.3222113073925 1156.4485384317688 0.01635605344668735 0.01653519951205865 5.1952755964369225e-06 6.956681804839435e-06 16592.658282468576 0.012004874780544118 0.05232277210295329 8.504892512591436e-06 -5.247475308684868e-07 1.921721958543224e-08 2.04733607768412 0.15762977368441597 2.92405301836136 2.976718233151268 0.9512218788543826 1.0967085841002122 nan 0 1.1015691759808284 1.429451329998281 -0.1740601396384141 0.8170862435146985 4.127375994417232
2460696.6456115656 1 14 0 256.44909234773195 196.59276325979897 1190.7074057771313 351.37268824518327 -0.010553248402798587 0.0037603840522394427 6.219580316429329e-05 1.8507966458380482e-05 16704.592250838778 0.014042145694427783 0.049670069052073884 7.143164160400715e-06 -6.754240894541254e-07 1.8457004735052693e-08 1.9252201810240859 0.12313552020612521 2.291462072845242 0.9274437969813202 0.9224389623052965 0.33095564418775497 nan 0 0.0005802736287179866 3.7112297646052372 -0.15546293546076279 0.24931246804130117 4.3847901166294845
2460696.6456115656 1 17 0 -1122.7354117859581 155.28775340607353 991.3938754071469 331.83361703387675 0.010532235576401497 0.003799642713517665 2.290297848485378e-06 4.521753912942143e-06 17210.021763230547 0.008096859786335545 0.051130972407517225 8.054046269961755e-06 -5.80939949781459e-07 1.62902214852356e-08 1.912192931379363 0.13214216630625727 2.4441512488430357 0.9880452458708716 1.2640827558650973 0.4721145536745269 nan 0 nan 0 -0.008570788785924419 0.33215817386433527 4.835158336971139
2460696.6456115656 1 18 0 -1662.6523890793767 119.40407279225985 880.9249080827682 26.5735801703721 0.011610480965801893 0.002466352194252111 8.83416378528733e-06 5.10084469157351e-06 17503.388555477897 0.007114815116256885 0.058105061906599226 5.457785459551234e-06 -5.410317681637802e-07 1.2354494106389877e-08 1.5804124928882717 0.13260100451235418 2.112585647770443 0.11691643063419184 0.034725580294464264 0.5689071983928613 nan 0 nan 0 -0.0700120314029607 0.0281793461282511 6.214226463401129
