BJD n order chunk rv e_rv norm0 e_norm0 norm1 e_norm1 norm2 e_norm2 wave0 e_wave0 wave1 e_wave1 wave2 e_wave2 ip0 e_ip0 atm0 e_atm0 atm1 e_atm1 atm2 e_atm2 atm3 e_atm3 bkg0 e_bkg0 prms
2460077.9000580856 1 4 0 908.9282510732006 207.75272340344884 983.8818726741389 408.42975258276385 -0.017759645689822537 0.0076029719010819235 -1.0404774552437275e-05 5.16773141441527e-06 15247.898381355088 0.007260308270678955 0.048163726208487405 9.06090534792237e-06 -5.291302106446627e-07 1.7287906548474078e-08 1.0296143428489066 0.15608533185438117 5.3622491605715625 2.5758987914208755 nan 0 nan 0 4.59063543602031 2.7560133645591005 0.49007507132411404 0.6192096958631946 3.5348287691222815
2460077.9000580856 1 7 0 73.69234058063152 287.16487863875767 1426.2722821713826 152.52075761186 -0.002227722765699657 0.00252212179962369 -2.1709718178140383e-05 5.281453756366056e-06 15671.37882054917 0.009526678191925361 0.04948958898064759 1.60298738411014e-05 -5.688215313392092e-07 1.608664952783356e-08 1.0371442004964586 0.08674067748081728 3.7015305907178684 1.551013222445153 nan 0 nan 0 1.4911833797125873 0.2206553292128812 0.15850173582336965 0.12409375502612016 3.3430690419974254
2460077.9000580856 1 8 0 989.8499093890233 154.56169275236098 1420.2474860632374 95.25622335142482 -0.004950117184850522 0.002403218312532337 -3.9289073104878065e-06 5.186444085797983e-06 15777.175996468504 0.0019449371339375584 0.046980534406299505 2.8393691252927507e-06 -5.814421745104206e-07 5.252724976330367e-09 1.007940160265844 0.061561765504220906 7.47377028413762 2.299212002037686 nan 0 nan 0 1.3376922111216811 0.1309672057325093 0.07315588232604595 0.07231876380692895 3.77034021846828
2460077.9000580856 1 9 0 -242.87380393079442 209.18045056658366 1296.088588821798 75.095901298407 0.0067500276823818164 0.002213777024228297 -3.369440692992885e-06 4.463100329674529e-06 16004.533950920124 0.0023436452028533844 0.0532385420513014 9.65821999981068e-06 -5.066557487987336e-07 1.3134724663329009e-08 0.9746992734551434 0.05700195948379204 4.458283775006465 1.4752513930869549 nan 0 nan 0 1.284340812757434 0.10945605741431874 0.04357767601107129 0.060892000640782824 3.7482139929141005
2460077.9000580856 1 10 0 922.3928541187001 179.67920909776132 1684.2188534638287 119.98317143451932 -0.03538292188007071 0.0034957089767812177 -2.7007421504520192e-05 5.545714103461454e-06 16118.917986693868 0.0022032739749931413 0.05086310752682781 5.949000707013601e-06 -5.528873203250707e-07 8.586078483805943e-09 0.9691175429254084 0.057110703119862265 0.061458109631740754 1.68071288859568 3.1913910707088986 6.445561168959879 nan 0 1.2585864810375609 0.12645096908225928 0.04309822624280228 0.07467277133086249 3.3316373183391597
2460077.9000580856 1 12 0 344.4397696622242 174.45237747632373 1603.030309068555 193.82292705080235 0.02235269183521788 0.003636831331033502 -1.0031207950342007e-05 5.245122619647364e-06 16474.956561086085 0.004304530102317786 0.05479727254136153 4.873648964113167e-06 -5.431326453508382e-07 1.1118398891347958e-08 1.0482844186838696 0.08581198236036708 2.6319384194103437 0.6620863361306537 1.2154199263211791 0.20347450072111178 nan 0 1.2055041382839728 0.1624318706463531 0.001595884968573041 0.12127589911628689 3.4453153306799593
2460077.9000580856 1 13 0 -38.59560465281246 260.8867286218716 2017.645154449678 1362.6041894378034 -0.0027796790952414464 0.0033061841258237704 -4.545103991180164e-05 3.137094234187261e-05 16592.57033582085 0.010977040344810592 0.05231760535810948 1.2398571840931633e-05 -5.749519122136272e-07 3.563195510773124e-08 1.3240720909382366 0.1518467641243259 2.5287880814504984 1.7808658192238307 1.2245225089639404 0.9621005914542423 nan 0 1.2086803999969127 1.132702731774388 0.035675355139843316 0.6996297760009561 3.1271421372987427
2460077.9000580856 1 14 0 -1249.717208444568 263.26707548885764 2572.3098058589203 615.4360280609034 0.011109859729434587 0.005510873638889008 -5.769440143755673e-05 1.7613900594202816e-05 16704.492223679285 0.015103280554671132 0.04968077088030274 5.978531189833083e-06 -6.009526135323079e-07 2.174325091171272e-08 1.3690900484723179 0.10321865466771638 1.5984562347347246 0.5735482926867518 0.8736228446838394 0.2487239007571327 nan 0 1.9504785009526062 2.4552283216809294 -0.25988440428768106 0.17712847122898634 3.5487395362717993
2460077.9000580856 1 17 0 -257.86308871561664 275.29908899197443 953.9164551678963 144.14598324256153 -0.02062870635762637 0.0038744483640463893 -1.0847769670765616e-06 3.3330322170728745e-06 17210.028614957966 0.008377106464729415 0.05112728522155028 1.700409616347856e-05 -6.096746265678889e-07 2.676939610264671e-08 1.4361006907035814 0.19925950018426317 6.579606605656758 1.3928385096535452 2.0125845668245796 0.4036621986148604 nan 0 nan 0 0.8518783273782222 0.28036557598868006 3.664625179654072
2460077.9000580856 1 18 0 -57.507948937939354 196.29734436258323 1578.888032333051 34.25119507378252 0.017567070574447393 0.0027557088971871 -8.675412880610419e-05 6.051009547593669e-06 17503.148638352748 0.007957579211632307 0.058109783457410615 8.254276321753606e-06 -5.591556283911452e-07 2.0977514463655266e-08 1.5864479441129211 0.1743698241888666 2.915313306857529 0.10396749657789145 0.5092342771866332 0.38065292286652186 nan 0 nan 0 -0.013822937744901516 0.02145411954365811 3.8649628137316343
2460077.9000580856 1 19 0 589.1977211736452 192.6928064765031 1666.2766427665088 14.351915537960801 -0.04785281240009885 0.0030767271166940707 -3.2571903180205034e-05 6.200746359268067e-06 17628.150723113027 0.004930403309360856 0.05547422771374868 1.0913656427091222e-05 -5.411707452669425e-07 2.4754448096659894e-08 1.9668105479695932 0.18108247032949226 3.130695405562304 0.06516001191496223 -0.06881455797365177 0.44325967283952833 nan 0 nan 0 0.00641711313702908 0.008614666600645096 3.992754663101772

2460077.9000580856 2 4 0 621.3322639032202 241.0699959022859 1011.6461036953086 606.0887539963641 -0.009777040678403223 0.006161352955910894 -5.314207843370243e-06 4.5065834846594575e-06 15247.958346401818 0.008471281873335259 0.04818434543890052 1.0001258341190496e-05 -5.275449074290163e-07 1.9060038956894704e-08 1.25287628005483 0.1773995283021813 4.693323734894011 3.179809811132328 nan 0 nan 0 6.257605619107181 4.260017334759495 0.3836545405318878 0.8296040869388933 3.6516104913579697
2460077.9000580856 2 7 0 77.59232294737419 294.0336716533713 1321.2627642013153 158.28661795568172 0.002696786449259199 0.0022978437725425004 -1.4961658207433913e-05 4.902628801931228e-06 15671.438619863118 0.009673904046249 0.04948942971133181 1.611202484906189e-05 -5.524154442091304e-07 1.6441995090563586e-08 1.0262110717537767 0.08880254212739615 5.812676714653789 1.761320630585447 nan 0 nan 0 1.5168657338286082 0.24803727897520128 0.19175203510260733 0.14299543886282579 3.46252187057062
2460077.9000580856 2 8 0 994.7599489158642 154.83459650177494 1348.2699783286378 80.55618139789458 0.0062050264328315135 0.0023014186690853613 -1.1483600316164785e-06 4.888897451205795e-06 15777.252749559993 0.0018947063332321252 0.04699543927434687 2.7882738324042676e-06 -5.794020335972242e-07 5.183640580649938e-09 1.015631607396039 0.057915455195630544 3.187010513351695 2.286816688569127 nan 0 nan 0 1.409902036694902 0.12527594687005192 0.10789958436892895 0.0665209749700926 3.7341588965640207
2460077.9000580856 2 9 0 -250.02241756595822 197.17827141061855 1162.9890959558072 59.69027863907943 -0.0076784226824312745 0.002030566703291463 -3.459051694412773e-06 3.881386607411122e-06 16004.519179948902 0.002253493989823668 0.053275516883725844 9.229869147317252e-06 -5.222379103925342e-07 1.2635372186181324e-08 0.9474096979005412 0.057921774975075016 3.375324891278723 1.6319665495138544 nan 0 nan 0 1.4903644362982575 0.11642414553342084 0.1499595641392476 0.05948859927416359 3.6149163283739205
2460077.9000580856 2 10 0 478.26420106050756 197.6174172367673 1661.811004482516 114.78442974487461 -0.028253570822729147 0.0031804355254083385 -3.0129828170438466e-05 5.653097156329916e-06 16118.988984670515 0.002395365830443237 0.050877863831974776 6.225535917425449e-06 -5.51002428040315e-07 9.1353086139509e-09 1.0483359585059269 0.059649002540403014 2.1573791579711394 1.6841708926702579 13.023073423659122 6.5583243918739305 nan 0 1.2374473835917277 0.12107016524744232 0.009661518478346676 0.07008422554543202 3.395483037028512
2460077.9000580856 2 12 0 380.00505346886916 174.36158454063155 1585.645256596915 204.68120245491852 0.00831734648534432 0.0026510729401630346 -2.2924836362462962e-05 5.885682018231053e-06 16475.095605671657 0.00421148243301386 0.054801967096470734 4.830408625820273e-06 -5.413912274942806e-07 1.1158244953513778e-08 1.0492620989529535 0.08366714787687671 3.2172314840748535 0.7037545703544594 1.138571403300292 0.20134597925749786 nan 0 1.0441558282915862 0.14930909509875898 -0.04333094588371973 0.12365556845978795 3.441035727490997
