P_d,dbic,dbic_berv
20.5367,-4.779,-3.277
20.5677,-4.703,-2.818
20.5987,-4.611,-2.221
20.6298,-4.500,-1.470
20.6609,-4.368,-0.556
20.6921,-4.213,0.521
20.7233,-4.038,1.746
20.7546,-3.844,3.084
20.7859,-3.635,4.474
20.8173,-3.419,5.825
20.8487,-3.201,7.023
20.8802,-2.991,7.948
20.9117,-2.794,8.499
20.9432,-2.617,8.626
20.9748,-2.464,8.340
21.0065,-2.340,7.712
21.0382,-2.244,6.843
21.0699,-2.178,5.840
21.1017,-2.141,4.796
21.1335,-2.132,3.780
21.1654,-2.150,2.838
21.1974,-2.192,1.996
21.2294,-2.258,1.266
21.2614,-2.347,0.646
21.2935,-2.457,0.129
21.3256,-2.588,-0.298
21.3578,-2.740,-0.650
21.3900,-2.914,-0.945
21.4223,-3.109,-1.200
21.4546,-3.328,-1.432
21.4870,-3.569,-1.657
21.5194,-3.830,-1.887
21.5519,-4.107,-2.129
21.5844,-4.393,-2.384
21.6170,-4.676,-2.644
21.6496,-4.939,-2.893
21.6822,-5.166,-3.105
21.7150,-5.340,-3.253
21.7477,-5.448,-3.310
21.7805,-5.485,-3.258
21.8134,-5.453,-3.091
21.8463,-5.361,-2.815
21.8793,-5.221,-2.448
21.9123,-5.047,-2.012
21.9454,-4.850,-1.536
21.9785,-4.639,-1.049
22.0116,-4.421,-0.582
22.0449,-4.200,-0.161
22.0781,-3.979,0.186
22.1114,-3.757,0.440
22.1448,-3.537,0.585
22.1782,-3.318,0.616
22.2117,-3.100,0.537
22.2452,-2.885,0.359
22.2788,-2.672,0.099
22.3124,-2.465,-0.222
22.3460,-2.263,-0.585
22.3798,-2.070,-0.971
22.4135,-1.887,-1.366
22.4473,-1.717,-1.760
22.4812,-1.563,-2.144
22.5151,-1.429,-2.515
22.5491,-1.318,-2.871
22.5831,-1.235,-3.210
22.6172,-1.185,-3.532
22.6513,-1.172,-3.836
22.6855,-1.201,-4.123
22.7197,-1.273,-4.388
22.7540,-1.391,-4.631
22.7884,-1.552,-4.846
22.8227,-1.754,-5.030
22.8572,-1.989,-5.177
22.8917,-2.248,-5.282
22.9262,-2.520,-5.345
22.9608,-2.794,-5.363
22.9955,-3.059,-5.339
23.0302,-3.305,-5.275
23.0649,-3.524,-5.180
23.0997,-3.713,-5.060
23.1346,-3.870,-4.925
23.1695,-3.996,-4.786
23.2044,-4.094,-4.652
23.2394,-4.170,-4.532
23.2745,-4.229,-4.437
23.3096,-4.277,-4.370
23.3448,-4.318,-4.335
23.3800,-4.356,-4.334
23.4153,-4.390,-4.364
23.4506,-4.421,-4.422
23.4860,-4.447,-4.503
23.5215,-4.463,-4.601
23.5569,-4.466,-4.712
23.5925,-4.453,-4.830
23.6281,-4.420,-4.950
23.6637,-4.366,-5.069
23.6995,-4.288,-5.184
23.7352,-4.187,-5.291
23.7710,-4.063,-5.387
23.8069,-3.921,-5.471
23.8428,-3.763,-5.540
23.8788,-3.594,-5.591
23.9148,-3.420,-5.623
23.9509,-3.246,-5.634
23.9870,-3.076,-5.622
24.0232,-2.912,-5.586
24.0595,-2.756,-5.525
24.0958,-2.607,-5.440
24.1322,-2.462,-5.332
24.1686,-2.316,-5.200
24.2050,-2.163,-5.048
24.2416,-1.997,-4.875
24.2781,-1.808,-4.684
24.3148,-1.590,-4.477
24.3515,-1.335,-4.254
24.3882,-1.037,-4.019
24.4250,-0.693,-3.774
24.4619,-0.302,-3.523
24.4988,0.132,-3.270
24.5357,0.600,-3.023
24.5728,1.088,-2.790
24.6098,1.577,-2.580
24.6470,2.045,-2.404
24.6842,2.470,-2.270
24.7214,2.826,-2.185
24.7587,3.097,-2.155
24.7961,3.267,-2.181
24.8335,3.330,-2.259
24.8709,3.284,-2.387
24.9085,3.134,-2.554
24.9461,2.888,-2.754
24.9837,2.557,-2.977
25.0214,2.151,-3.215
25.0592,1.683,-3.460
25.0970,1.165,-3.706
25.1348,0.607,-3.948
25.1728,0.020,-4.181
25.2107,-0.584,-4.403
25.2488,-1.196,-4.610
25.2869,-1.805,-4.801
25.3250,-2.401,-4.974
25.3633,-2.973,-5.126
25.4015,-3.511,-5.257
25.4398,-4.006,-5.365
25.4782,-4.449,-5.448
25.5167,-4.831,-5.506
25.5552,-5.146,-5.536
25.5937,-5.390,-5.538
25.6324,-5.558,-5.510
25.6710,-5.649,-5.451
25.7098,-5.662,-5.361
25.7486,-5.597,-5.241
25.7874,-5.458,-5.090
25.8263,-5.248,-4.909
25.8653,-4.972,-4.701
25.9043,-4.635,-4.468
25.9434,-4.244,-4.213
25.9826,-3.805,-3.939
26.0218,-3.326,-3.650
26.0610,-2.814,-3.350
26.1004,-2.276,-3.041
26.1397,-1.720,-2.728
26.1792,-1.154,-2.411
26.2187,-0.585,-2.093
26.2582,-0.019,-1.775
26.2979,0.536,-1.458
26.3375,1.072,-1.143
26.3773,1.582,-0.830
26.4171,2.059,-0.522
26.4569,2.494,-0.222
26.4969,2.878,0.067
26.5368,3.205,0.339
26.5769,3.465,0.589
26.6170,3.652,0.810
26.6572,3.757,0.993
26.6974,3.776,1.133
26.7377,3.706,1.221
26.7780,3.543,1.252
26.8184,3.290,1.220
26.8589,2.951,1.123
26.8994,2.530,0.961
26.9400,2.040,0.734
26.9806,1.490,0.447
27.0214,0.896,0.106
27.0621,0.273,-0.280
27.1030,-0.361,-0.702
27.1439,-0.989,-1.148
27.1848,-1.594,-1.608
27.2258,-2.161,-2.070
27.2669,-2.675,-2.524
27.3081,-3.127,-2.959
27.3493,-3.506,-3.367
27.3905,-3.810,-3.742
27.4319,-4.035,-4.078
27.4733,-4.183,-4.372
27.5147,-4.259,-4.622
27.5562,-4.268,-4.829
27.5978,-4.217,-4.992
27.6394,-4.117,-5.115
27.6812,-3.976,-5.199
27.7229,-3.804,-5.248
27.7647,-3.609,-5.266
27.8066,-3.399,-5.255
27.8486,-3.182,-5.218
27.8906,-2.963,-5.157
27.9327,-2.746,-5.074
27.9749,-2.534,-4.968
28.0171,-2.328,-4.838
28.0593,-2.127,-4.685
28.1017,-1.931,-4.507
28.1441,-1.737,-4.301
28.1865,-1.544,-4.066
28.2291,-1.351,-3.802
28.2717,-1.156,-3.510
28.3143,-0.961,-3.190
28.3571,-0.767,-2.844
28.3998,-0.578,-2.477
28.4427,-0.397,-2.093
28.4856,-0.229,-1.698
28.5286,-0.082,-1.300
28.5716,0.040,-0.906
28.6148,0.130,-0.524
28.6579,0.181,-0.166
28.7012,0.187,0.161
28.7445,0.145,0.447
28.7879,0.050,0.681
28.8313,-0.097,0.856
28.8748,-0.298,0.964
28.9184,-0.548,1.002
28.9620,-0.843,0.965
29.0057,-1.177,0.855
29.0495,-1.540,0.674
29.0933,-1.923,0.428
29.1372,-2.316,0.124
29.1812,-2.707,-0.228
29.2252,-3.086,-0.617
29.2693,-3.445,-1.033
29.3135,-3.773,-1.463
29.3577,-4.066,-1.897
29.4020,-4.317,-2.325
29.4464,-4.522,-2.740
29.4908,-4.679,-3.134
29.5353,-4.787,-3.500
29.5798,-4.846,-3.835
29.6245,-4.855,-4.134
29.6692,-4.817,-4.394
29.7140,-4.734,-4.615
29.7588,-4.606,-4.793
29.8037,-4.437,-4.930
29.8487,-4.229,-5.024
29.8937,-3.985,-5.076
29.9388,-3.706,-5.085
29.9840,-3.396,-5.054
30.0292,-3.057,-4.981
30.0745,-2.694,-4.869
30.1199,-2.308,-4.719
30.1654,-1.904,-4.531
30.2109,-1.487,-4.309
30.2565,-1.063,-4.056
30.3021,-0.636,-3.773
30.3478,-0.216,-3.466
30.3936,0.189,-3.139
30.4395,0.572,-2.800
30.4854,0.920,-2.456
30.5314,1.224,-2.114
30.5775,1.475,-1.785
30.6236,1.662,-1.477
30.6698,1.778,-1.201
30.7161,1.818,-0.965
30.7625,1.780,-0.776
30.8089,1.664,-0.640
30.8554,1.476,-0.559
30.9019,1.221,-0.534
30.9486,0.910,-0.564
30.9953,0.554,-0.644
31.0420,0.163,-0.771
31.0889,-0.252,-0.938
31.1358,-0.678,-1.140
31.1828,-1.108,-1.369
31.2298,-1.534,-1.620
31.2769,-1.948,-1.888
31.3241,-2.347,-2.168
31.3714,-2.726,-2.454
31.4187,-3.083,-2.744
31.4661,-3.416,-3.033
31.5136,-3.724,-3.319
31.5612,-4.008,-3.598
31.6088,-4.266,-3.868
31.6565,-4.500,-4.125
31.7042,-4.710,-4.368
31.7521,-4.897,-4.594
31.8000,-5.061,-4.801
31.8480,-5.203,-4.985
31.8960,-5.324,-5.147
31.9442,-5.424,-5.283
31.9924,-5.506,-5.394
32.0406,-5.568,-5.477
32.0890,-5.612,-5.534
32.1374,-5.639,-5.564
32.1859,-5.650,-5.568
32.2345,-5.645,-5.545
32.2831,-5.625,-5.497
32.3318,-5.590,-5.424
32.3806,-5.542,-5.327
32.4295,-5.481,-5.205
32.4784,-5.408,-5.060
32.5274,-5.323,-4.892
32.5765,-5.228,-4.701
32.6256,-5.122,-4.487
32.6749,-5.009,-4.251
32.7242,-4.888,-3.994
32.7735,-4.762,-3.716
32.8230,-4.632,-3.419
32.8725,-4.500,-3.107
32.9221,-4.370,-2.780
32.9718,-4.242,-2.445
33.0215,-4.121,-2.104
33.0714,-4.007,-1.763
33.1213,-3.904,-1.428
33.1713,-3.814,-1.104
33.2213,-3.736,-0.798
33.2714,-3.674,-0.514
33.3216,-3.627,-0.257
33.3719,-3.594,-0.031
33.4223,-3.576,0.161
33.4727,-3.572,0.317
33.5232,-3.580,0.435
33.5738,-3.599,0.517
33.6244,-3.628,0.561
33.6752,-3.665,0.570
33.7260,-3.710,0.544
33.7769,-3.760,0.486
33.8279,-3.816,0.396
33.8789,-3.875,0.277
33.9300,-3.938,0.130
33.9812,-4.003,-0.041
34.0325,-4.070,-0.234
34.0838,-4.139,-0.448
34.1353,-4.208,-0.678
34.1868,-4.277,-0.921
34.2384,-4.345,-1.173
34.2900,-4.411,-1.429
34.3418,-4.475,-1.687
34.3936,-4.536,-1.940
34.4455,-4.593,-2.186
34.4975,-4.645,-2.419
34.5495,-4.692,-2.638
34.6016,-4.734,-2.838
34.6538,-4.770,-3.020
34.7061,-4.800,-3.180
34.7585,-4.824,-3.321
34.8110,-4.842,-3.440
34.8635,-4.856,-3.540
34.9161,-4.864,-3.622
34.9688,-4.868,-3.686
35.0215,-4.869,-3.733
35.0744,-4.866,-3.765
35.1273,-4.860,-3.782
35.1803,-4.851,-3.784
35.2334,-4.840,-3.774
35.2866,-4.828,-3.749
35.3398,-4.813,-3.711
35.3931,-4.798,-3.658
35.4465,-4.781,-3.591
35.5000,-4.763,-3.509
35.5536,-4.744,-3.411
35.6072,-4.724,-3.298
35.6610,-4.704,-3.169
35.7148,-4.684,-3.024
35.7687,-4.662,-2.865
35.8226,-4.641,-2.693
35.8767,-4.620,-2.510
35.9308,-4.598,-2.320
35.9850,-4.577,-2.125
36.0393,-4.557,-1.928
36.0937,-4.537,-1.735
36.1482,-4.518,-1.548
36.2027,-4.500,-1.372
36.2573,-4.484,-1.209
36.3120,-4.470,-1.063
36.3668,-4.459,-0.935
36.4217,-4.450,-0.828
36.4767,-4.443,-0.743
36.5317,-4.440,-0.680
36.5868,-4.441,-0.640
36.6420,-4.445,-0.623
36.6973,-4.454,-0.628
36.7527,-4.467,-0.655
36.8082,-4.484,-0.702
36.8637,-4.506,-0.769
36.9193,-4.532,-0.855
36.9750,-4.563,-0.958
37.0308,-4.598,-1.076
37.0867,-4.637,-1.208
37.1427,-4.679,-1.351
37.1987,-4.724,-1.504
37.2548,-4.772,-1.665
37.3110,-4.820,-1.831
37.3673,-4.869,-2.000
37.4237,-4.918,-2.170
37.4802,-4.964,-2.338
37.5367,-5.007,-2.502
37.5934,-5.046,-2.661
37.6501,-5.080,-2.813
37.7069,-5.108,-2.956
37.7638,-5.129,-3.089
37.8208,-5.143,-3.212
37.8779,-5.148,-3.323
37.9350,-5.144,-3.423
37.9923,-5.132,-3.511
38.0496,-5.110,-3.588
38.1070,-5.080,-3.654
38.1645,-5.042,-3.709
38.2221,-4.994,-3.755
38.2798,-4.939,-3.791
38.3375,-4.877,-3.820
38.3954,-4.807,-3.840
38.4533,-4.731,-3.854
38.5113,-4.649,-3.861
38.5694,-4.562,-3.862
38.6276,-4.471,-3.859
38.6859,-4.375,-3.851
38.7443,-4.277,-3.839
38.8028,-4.175,-3.823
38.8613,-4.072,-3.804
38.9199,-3.968,-3.783
38.9787,-3.863,-3.759
39.0375,-3.758,-3.733
39.0964,-3.654,-3.705
39.1554,-3.551,-3.677
39.2145,-3.451,-3.648
39.2736,-3.353,-3.619
39.3329,-3.259,-3.590
39.3922,-3.170,-3.563
39.4517,-3.085,-3.537
39.5112,-3.007,-3.513
39.5708,-2.934,-3.492
39.6305,-2.868,-3.475
39.6903,-2.811,-3.462
39.7502,-2.761,-3.453
39.8102,-2.720,-3.449
39.8703,-2.688,-3.451
39.9304,-2.667,-3.458
39.9907,-2.655,-3.471
40.0510,-2.653,-3.489
40.1115,-2.662,-3.514
40.1720,-2.682,-3.544
40.2326,-2.712,-3.580
40.2933,-2.752,-3.621
40.3541,-2.802,-3.667
40.4150,-2.861,-3.718
40.4760,-2.929,-3.772
40.5370,-3.006,-3.829
40.5982,-3.089,-3.890
40.6595,-3.180,-3.952
40.7208,-3.276,-4.016
40.7823,-3.376,-4.082
40.8438,-3.480,-4.148
40.9054,-3.587,-4.215
40.9672,-3.696,-4.282
41.0290,-3.805,-4.348
41.0909,-3.914,-4.414
41.1529,-4.022,-4.479
41.2150,-4.128,-4.543
41.2772,-4.231,-4.606
41.3395,-4.332,-4.668
41.4018,-4.428,-4.728
41.4643,-4.521,-4.787
41.5269,-4.609,-4.844
41.5895,-4.693,-4.899
41.6523,-4.772,-4.952
41.7151,-4.846,-5.002
41.7781,-4.916,-5.050
41.8411,-4.980,-5.095
41.9042,-5.040,-5.136
41.9675,-5.095,-5.173
42.0308,-5.145,-5.205
42.0942,-5.191,-5.233
42.1577,-5.233,-5.255
42.2214,-5.270,-5.271
42.2851,-5.303,-5.281
42.3489,-5.331,-5.283
42.4128,-5.354,-5.278
42.4768,-5.373,-5.265
42.5409,-5.387,-5.243
42.6050,-5.396,-5.212
42.6693,-5.399,-5.171
42.7337,-5.397,-5.121
42.7982,-5.387,-5.062
42.8628,-5.372,-4.993
42.9274,-5.349,-4.915
42.9922,-5.318,-4.829
43.0571,-5.279,-4.734
43.1221,-5.233,-4.633
43.1871,-5.178,-4.525
43.2523,-5.115,-4.414
43.3176,-5.044,-4.300
43.3829,-4.966,-4.186
43.4484,-4.881,-4.073
43.5139,-4.790,-3.965
43.5796,-4.696,-3.862
43.6454,-4.598,-3.768
43.7112,-4.499,-3.684
43.7772,-4.400,-3.612
43.8432,-4.303,-3.553
43.9094,-4.210,-3.509
43.9756,-4.122,-3.479
44.0420,-4.042,-3.465
44.1084,-3.969,-3.464
44.1750,-3.906,-3.478
44.2417,-3.853,-3.504
44.3084,-3.810,-3.542
44.3753,-3.778,-3.590
44.4422,-3.756,-3.647
44.5093,-3.745,-3.710
44.5764,-3.744,-3.779
44.6437,-3.753,-3.851
44.7111,-3.771,-3.926
44.7785,-3.797,-4.002
44.8461,-3.830,-4.077
44.9138,-3.871,-4.152
44.9815,-3.917,-4.225
45.0494,-3.970,-4.295
45.1174,-4.026,-4.361
45.1855,-4.087,-4.423
45.2536,-4.151,-4.480
45.3219,-4.218,-4.533
45.3903,-4.286,-4.580
45.4588,-4.356,-4.621
45.5274,-4.425,-4.657
45.5961,-4.495,-4.688
45.6649,-4.564,-4.712
45.7338,-4.631,-4.732
45.8028,-4.695,-4.746
45.8719,-4.756,-4.756
45.9411,-4.814,-4.762
46.0105,-4.867,-4.764
46.0799,-4.916,-4.763
46.1494,-4.960,-4.761
46.2190,-4.998,-4.758
46.2888,-5.030,-4.754
46.3586,-5.058,-4.752
46.4286,-5.080,-4.751
46.4986,-5.098,-4.753
46.5688,-5.111,-4.757
46.6391,-5.122,-4.766
46.7094,-5.129,-4.778
46.7799,-5.135,-4.794
46.8505,-5.141,-4.813
46.9212,-5.146,-4.836
46.9920,-5.152,-4.862
47.0629,-5.159,-4.891
47.1339,-5.167,-4.921
47.2050,-5.177,-4.952
47.2763,-5.190,-4.984
47.3476,-5.204,-5.016
47.4190,-5.221,-5.046
47.4906,-5.239,-5.075
47.5623,-5.259,-5.101
47.6340,-5.280,-5.125
47.7059,-5.301,-5.144
47.7779,-5.323,-5.160
47.8500,-5.344,-5.171
47.9222,-5.364,-5.177
47.9945,-5.382,-5.178
48.0669,-5.398,-5.173
48.1394,-5.412,-5.162
48.2121,-5.422,-5.146
48.2848,-5.428,-5.123
48.3577,-5.431,-5.094
48.4306,-5.429,-5.059
48.5037,-5.422,-5.018
48.5769,-5.411,-4.971
48.6502,-5.395,-4.919
48.7236,-5.374,-4.862
48.7971,-5.349,-4.800
48.8708,-5.319,-4.734
48.9445,-5.285,-4.664
49.0184,-5.248,-4.591
49.0923,-5.209,-4.516
49.1664,-5.167,-4.439
49.2406,-5.123,-4.360
49.3149,-5.079,-4.281
49.3893,-5.034,-4.202
49.4638,-4.990,-4.123
49.5385,-4.948,-4.045
49.6132,-4.907,-3.969
49.6881,-4.869,-3.895
49.7630,-4.833,-3.823
49.8381,-4.801,-3.753
49.9133,-4.773,-3.687
49.9886,-4.750,-3.624
50.0641,-4.730,-3.564
50.1396,-4.715,-3.508
50.2153,-4.705,-3.456
50.2910,-4.699,-3.409
50.3669,-4.698,-3.366
50.4429,-4.700,-3.328
50.5190,-4.707,-3.294
50.5953,-4.718,-3.267
50.6716,-4.731,-3.244
50.7481,-4.748,-3.228
50.8246,-4.766,-3.218
50.9013,-4.786,-3.214
50.9781,-4.806,-3.217
51.0551,-4.827,-3.226
51.1321,-4.847,-3.243
51.2092,-4.865,-3.267
51.2865,-4.881,-3.298
51.3639,-4.894,-3.336
51.4414,-4.904,-3.381
51.5190,-4.910,-3.432
51.5968,-4.912,-3.489
51.6746,-4.910,-3.551
51.7526,-4.903,-3.618
51.8307,-4.891,-3.688
51.9089,-4.875,-3.761
51.9872,-4.856,-3.836
52.0656,-4.832,-3.912
52.1442,-4.806,-3.988
52.2229,-4.778,-4.064
52.3017,-4.748,-4.138
52.3806,-4.716,-4.209
52.4596,-4.684,-4.279
52.5388,-4.652,-4.345
52.6181,-4.621,-4.408
52.6975,-4.590,-4.467
52.7770,-4.561,-4.523
52.8566,-4.534,-4.575
52.9364,-4.510,-4.623
53.0163,-4.487,-4.667
53.0963,-4.468,-4.709
53.1764,-4.451,-4.746
53.2566,-4.438,-4.781
53.3370,-4.428,-4.813
53.4174,-4.420,-4.843
53.4980,-4.416,-4.870
53.5788,-4.415,-4.895
53.6596,-4.418,-4.918
53.7406,-4.422,-4.940
53.8217,-4.430,-4.960
53.9029,-4.440,-4.979
53.9842,-4.453,-4.998
54.0657,-4.467,-5.015
54.1473,-4.484,-5.032
54.2290,-4.501,-5.048
54.3108,-4.520,-5.065
54.3927,-4.539,-5.081
54.4748,-4.559,-5.097
54.5570,-4.578,-5.112
54.6393,-4.597,-5.128
54.7218,-4.614,-5.144
54.8043,-4.631,-5.159
54.8870,-4.645,-5.174
54.9699,-4.658,-5.189
55.0528,-4.668,-5.204
55.1359,-4.676,-5.217
55.2191,-4.681,-5.230
55.3024,-4.683,-5.242
55.3858,-4.682,-5.252
55.4694,-4.679,-5.261
55.5531,-4.673,-5.268
55.6369,-4.665,-5.274
55.7209,-4.654,-5.277
55.8050,-4.642,-5.279
55.8892,-4.629,-5.278
55.9735,-4.614,-5.274
56.0579,-4.598,-5.269
56.1425,-4.582,-5.261
56.2272,-4.565,-5.250
56.3121,-4.548,-5.237
56.3971,-4.532,-5.222
56.4822,-4.516,-5.204
56.5674,-4.500,-5.184
56.6527,-4.486,-5.162
56.7382,-4.472,-5.137
56.8238,-4.459,-5.110
56.9096,-4.446,-5.082
56.9954,-4.435,-5.051
57.0814,-4.424,-5.019
57.1676,-4.414,-4.985
57.2538,-4.405,-4.950
57.3402,-4.396,-4.912
57.4267,-4.387,-4.874
57.5134,-4.379,-4.834
57.6002,-4.370,-4.794
57.6871,-4.360,-4.752
57.7741,-4.351,-4.710
57.8613,-4.340,-4.667
57.9486,-4.328,-4.623
58.0361,-4.315,-4.580
58.1236,-4.301,-4.536
58.2113,-4.285,-4.493
58.2992,-4.267,-4.450
58.3871,-4.248,-4.407
58.4752,-4.226,-4.366
58.5635,-4.202,-4.325
58.6518,-4.176,-4.286
58.7403,-4.148,-4.249
58.8290,-4.118,-4.214
58.9177,-4.086,-4.181
59.0066,-4.052,-4.150
59.0957,-4.016,-4.122
59.1848,-3.979,-4.096
59.2741,-3.940,-4.074
59.3636,-3.901,-4.055
59.4532,-3.860,-4.040
59.5429,-3.820,-4.027
59.6327,-3.779,-4.019
59.7227,-3.738,-4.014
59.8128,-3.698,-4.012
59.9031,-3.658,-4.014
59.9934,-3.620,-4.020
60.0840,-3.583,-4.029
60.1746,-3.547,-4.041
60.2654,-3.514,-4.057
60.3564,-3.482,-4.076
60.4474,-3.453,-4.097
60.5386,-3.426,-4.121
60.6300,-3.401,-4.148
60.7215,-3.379,-4.177
60.8131,-3.360,-4.208
60.9049,-3.343,-4.242
60.9968,-3.329,-4.277
61.0888,-3.318,-4.313
61.1810,-3.309,-4.351
61.2733,-3.302,-4.391
61.3657,-3.298,-4.431
61.4583,-3.296,-4.473
61.5511,-3.296,-4.516
61.6440,-3.298,-4.559
61.7370,-3.301,-4.603
61.8301,-3.305,-4.648
61.9234,-3.311,-4.693
62.0169,-3.317,-4.739
62.1104,-3.323,-4.785
62.2042,-3.330,-4.831
62.2980,-3.336,-4.877
62.3920,-3.342,-4.924
62.4862,-3.348,-4.970
62.5804,-3.352,-5.015
62.6749,-3.354,-5.061
62.7694,-3.356,-5.106
62.8642,-3.355,-5.150
62.9590,-3.353,-5.193
63.0540,-3.349,-5.235
63.1492,-3.342,-5.276
63.2444,-3.333,-5.315
63.3399,-3.322,-5.354
63.4354,-3.308,-5.390
63.5312,-3.293,-5.424
63.6270,-3.275,-5.457
63.7230,-3.255,-5.487
63.8192,-3.233,-5.515
63.9155,-3.209,-5.541
64.0119,-3.183,-5.564
64.1085,-3.157,-5.584
64.2052,-3.129,-5.602
64.3021,-3.100,-5.617
64.3991,-3.071,-5.629
64.4963,-3.041,-5.638
64.5936,-3.012,-5.644
64.6911,-2.983,-5.647
64.7887,-2.954,-5.648
64.8865,-2.927,-5.645
64.9844,-2.900,-5.639
65.0824,-2.875,-5.631
65.1806,-2.852,-5.620
65.2790,-2.830,-5.607
65.3775,-2.811,-5.591
65.4761,-2.794,-5.572
65.5749,-2.779,-5.552
65.6739,-2.767,-5.529
65.7730,-2.757,-5.504
65.8722,-2.751,-5.477
65.9716,-2.747,-5.449
66.0712,-2.745,-5.419
66.1709,-2.747,-5.388
66.2707,-2.751,-5.355
66.3707,-2.758,-5.322
66.4708,-2.768,-5.288
66.5711,-2.779,-5.253
66.6716,-2.794,-5.217
66.7722,-2.810,-5.181
66.8729,-2.828,-5.144
66.9739,-2.848,-5.108
67.0749,-2.869,-5.071
67.1761,-2.892,-5.035
67.2775,-2.915,-4.998
67.3790,-2.940,-4.962
67.4807,-2.964,-4.927
67.5825,-2.989,-4.892
67.6845,-3.014,-4.858
67.7866,-3.039,-4.824
67.8889,-3.063,-4.791
67.9913,-3.087,-4.759
68.0939,-3.109,-4.728
68.1966,-3.131,-4.698
68.2996,-3.151,-4.669
68.4026,-3.170,-4.641
68.5058,-3.187,-4.615
68.6092,-3.203,-4.589
68.7127,-3.217,-4.565
68.8164,-3.229,-4.542
68.9202,-3.240,-4.521
69.0242,-3.249,-4.501
69.1284,-3.256,-4.482
69.2327,-3.262,-4.465
69.3372,-3.266,-4.449
69.4418,-3.269,-4.435
69.5466,-3.271,-4.423
69.6515,-3.272,-4.412
69.7566,-3.272,-4.402
69.8618,-3.272,-4.395
69.9673,-3.271,-4.389
70.0728,-3.270,-4.384
70.1786,-3.270,-4.382
70.2845,-3.269,-4.382
70.3905,-3.270,-4.383
70.4967,-3.271,-4.386
70.6031,-3.273,-4.391
70.7096,-3.276,-4.398
70.8163,-3.281,-4.407
70.9232,-3.288,-4.418
71.0302,-3.297,-4.431
71.1374,-3.307,-4.446
71.2447,-3.320,-4.463
71.3522,-3.336,-4.482
71.4599,-3.354,-4.503
71.5677,-3.374,-4.526
71.6757,-3.397,-4.551
71.7838,-3.423,-4.578
71.8922,-3.451,-4.607
72.0006,-3.481,-4.638
72.1093,-3.514,-4.670
72.2181,-3.550,-4.704
72.3271,-3.588,-4.740
72.4362,-3.628,-4.777
72.5455,-3.670,-4.815
72.6550,-3.713,-4.855
72.7646,-3.758,-4.895
72.8744,-3.805,-4.937
72.9843,-3.852,-4.979
73.0945,-3.901,-5.021
73.2048,-3.950,-5.064
73.3152,-3.999,-5.107
73.4258,-4.048,-5.150
73.5366,-4.097,-5.193
73.6476,-4.146,-5.235
73.7587,-4.193,-5.276
73.8700,-4.240,-5.316
73.9815,-4.285,-5.354
74.0931,-4.328,-5.391
74.2049,-4.369,-5.426
74.3169,-4.408,-5.459
74.4290,-4.445,-5.489
74.5413,-4.479,-5.516
74.6538,-4.509,-5.540
74.7664,-4.537,-5.561
74.8793,-4.561,-5.578
74.9922,-4.582,-5.591
75.1054,-4.599,-5.600
75.2187,-4.612,-5.604
75.3322,-4.622,-5.603
75.4459,-4.627,-5.597
75.5597,-4.628,-5.585
75.6737,-4.624,-5.568
75.7879,-4.617,-5.545
75.9023,-4.605,-5.516
76.0168,-4.588,-5.481
76.1315,-4.568,-5.439
76.2464,-4.543,-5.390
76.3614,-4.514,-5.335
76.4767,-4.481,-5.273
76.5921,-4.444,-5.204
76.7076,-4.403,-5.127
76.8234,-4.358,-5.044
76.9393,-4.310,-4.954
77.0554,-4.258,-4.857
77.1717,-4.203,-4.753
77.2881,-4.145,-4.642
77.4047,-4.084,-4.525
77.5215,-4.021,-4.401
77.6385,-3.955,-4.270
77.7556,-3.886,-4.134
77.8730,-3.816,-3.991
77.9905,-3.744,-3.842
78.1081,-3.671,-3.688
78.2260,-3.596,-3.528
78.3440,-3.520,-3.363
78.4623,-3.442,-3.194
78.5806,-3.365,-3.020
78.6992,-3.286,-2.841
78.8180,-3.207,-2.659
78.9369,-3.128,-2.473
79.0560,-3.049,-2.283
79.1753,-2.970,-2.090
79.2948,-2.892,-1.895
79.4144,-2.813,-1.697
79.5342,-2.735,-1.496
79.6542,-2.658,-1.294
79.7744,-2.581,-1.090
79.8948,-2.506,-0.885
80.0154,-2.431,-0.678
80.1361,-2.357,-0.471
80.2570,-2.284,-0.263
80.3781,-2.212,-0.055
80.4994,-2.142,0.153
80.6209,-2.073,0.361
80.7425,-2.005,0.568
80.8643,-1.939,0.774
80.9864,-1.874,0.979
81.1086,-1.810,1.183
81.2309,-1.748,1.385
81.3535,-1.688,1.585
81.4763,-1.629,1.783
81.5992,-1.573,1.978
81.7223,-1.518,2.171
81.8456,-1.464,2.360
81.9691,-1.413,2.546
82.0928,-1.364,2.728
82.2167,-1.317,2.906
82.3407,-1.272,3.080
82.4650,-1.229,3.249
82.5894,-1.188,3.413
82.7140,-1.150,3.571
82.8389,-1.114,3.724
82.9638,-1.080,3.871
83.0890,-1.049,4.012
83.2144,-1.020,4.146
83.3400,-0.994,4.273
83.4657,-0.971,4.394
83.5917,-0.950,4.506
83.7178,-0.932,4.611
83.8441,-0.917,4.709
83.9706,-0.905,4.798
84.0973,-0.895,4.878
84.2242,-0.888,4.951
84.3513,-0.884,5.014
84.4786,-0.883,5.069
84.6061,-0.884,5.115
84.7337,-0.889,5.153
84.8616,-0.896,5.181
84.9896,-0.906,5.200
