P_d,dbic,dbic_berv
85.1179,-0.919,5.211
85.2463,-0.934,5.212
85.3749,-0.952,5.205
85.5038,-0.973,5.189
85.6328,-0.996,5.164
85.7620,-1.021,5.131
85.8914,-1.049,5.089
86.0210,-1.080,5.040
86.1508,-1.112,4.982
86.2808,-1.147,4.917
86.4110,-1.184,4.845
86.5414,-1.223,4.765
86.6719,-1.264,4.678
86.8027,-1.307,4.584
86.9337,-1.352,4.484
87.0649,-1.398,4.378
87.1962,-1.446,4.265
87.3278,-1.496,4.147
87.4596,-1.547,4.023
87.5915,-1.600,3.894
87.7237,-1.655,3.760
87.8561,-1.710,3.621
87.9886,-1.767,3.477
88.1214,-1.826,3.329
88.2544,-1.886,3.177
88.3875,-1.947,3.021
88.5209,-2.009,2.861
88.6545,-2.073,2.698
88.7883,-2.137,2.531
88.9222,-2.203,2.361
89.0564,-2.271,2.189
89.1908,-2.339,2.013
89.3254,-2.409,1.835
89.4601,-2.480,1.654
89.5951,-2.552,1.472
89.7303,-2.625,1.287
89.8657,-2.699,1.101
90.0013,-2.774,0.913
90.1371,-2.851,0.723
90.2731,-2.928,0.533
90.4093,-3.007,0.342
90.5458,-3.087,0.150
90.6824,-3.167,-0.042
90.8192,-3.249,-0.234
90.9563,-3.331,-0.426
91.0935,-3.415,-0.617
91.2309,-3.498,-0.808
91.3686,-3.583,-0.997
91.5065,-3.668,-1.185
91.6445,-3.753,-1.372
91.7828,-3.839,-1.556
91.9213,-3.925,-1.738
92.0600,-4.010,-1.917
92.1989,-4.096,-2.092
92.3380,-4.181,-2.265
92.4774,-4.266,-2.434
92.6169,-4.350,-2.598
92.7567,-4.433,-2.758
92.8966,-4.515,-2.914
93.0368,-4.596,-3.064
93.1772,-4.675,-3.208
93.3178,-4.753,-3.348
93.4586,-4.829,-3.481
93.5996,-4.902,-3.607
93.7408,-4.973,-3.727
93.8823,-5.042,-3.841
94.0239,-5.108,-3.947
94.1658,-5.171,-4.046
94.3079,-5.231,-4.138
94.4502,-5.288,-4.222
94.5927,-5.341,-4.298
94.7355,-5.390,-4.366
94.8784,-5.435,-4.426
95.0216,-5.477,-4.478
95.1649,-5.514,-4.521
95.3085,-5.547,-4.557
95.4523,-5.576,-4.583
95.5964,-5.600,-4.602
95.7406,-5.619,-4.611
95.8851,-5.634,-4.612
96.0298,-5.644,-4.605
96.1747,-5.649,-4.589
96.3198,-5.649,-4.565
96.4651,-5.644,-4.532
96.6107,-5.634,-4.491
96.7565,-5.619,-4.441
96.9024,-5.599,-4.383
97.0487,-5.574,-4.317
97.1951,-5.543,-4.243
97.3418,-5.508,-4.160
97.4886,-5.467,-4.069
97.6357,-5.421,-3.970
97.7831,-5.371,-3.864
97.9306,-5.315,-3.749
98.0784,-5.254,-3.627
98.2264,-5.188,-3.497
98.3746,-5.118,-3.360
98.5230,-5.042,-3.214
98.6717,-4.962,-3.062
98.8206,-4.877,-2.902
98.9697,-4.787,-2.735
99.1190,-4.693,-2.560
99.2686,-4.594,-2.379
99.4184,-4.491,-2.190
99.5684,-4.383,-1.994
99.7186,-4.272,-1.792
99.8691,-4.156,-1.582
100.0198,-4.036,-1.366
100.1707,-3.912,-1.143
100.3218,-3.784,-0.914
100.4732,-3.653,-0.678
100.6248,-3.518,-0.436
100.7767,-3.379,-0.187
100.9287,-3.237,0.068
101.0810,-3.092,0.330
101.2335,-2.944,0.597
101.3863,-2.793,0.871
101.5393,-2.640,1.150
101.6925,-2.483,1.435
101.8459,-2.324,1.726
101.9996,-2.163,2.022
102.1535,-2.000,2.324
102.3076,-1.835,2.631
102.4620,-1.668,2.944
102.6166,-1.499,3.261
102.7715,-1.329,3.583
102.9265,-1.158,3.910
103.0818,-0.986,4.242
103.2374,-0.813,4.578
103.3931,-0.639,4.918
103.5492,-0.465,5.261
103.7054,-0.291,5.609
103.8619,-0.116,5.960
104.0186,0.058,6.314
104.1756,0.232,6.671
104.3327,0.405,7.031
104.4902,0.578,7.392
104.6478,0.749,7.756
104.8057,0.919,8.122
104.9639,1.089,8.489
105.1223,1.256,8.857
105.2809,1.422,9.225
105.4397,1.586,9.594
105.5988,1.748,9.963
105.7582,1.907,10.330
105.9178,2.064,10.697
106.0776,2.219,11.063
106.2376,2.371,11.426
106.3979,2.520,11.787
106.5585,2.666,12.145
106.7193,2.809,12.500
106.8803,2.949,12.851
107.0416,3.086,13.197
107.2031,3.219,13.539
107.3648,3.349,13.875
107.5269,3.476,14.205
107.6891,3.598,14.529
107.8516,3.718,14.846
108.0143,3.833,15.155
108.1773,3.945,15.455
108.3405,4.053,15.748
108.5040,4.158,16.031
108.6677,4.258,16.304
108.8317,4.355,16.567
108.9959,4.448,16.819
109.1604,4.537,17.061
109.3251,4.623,17.290
109.4901,4.705,17.507
109.6553,4.783,17.711
109.8207,4.858,17.903
109.9864,4.928,18.081
110.1524,4.996,18.244
110.3186,5.059,18.394
110.4851,5.119,18.529
110.6518,5.175,18.649
110.8187,5.228,18.754
110.9860,5.278,18.843
111.1534,5.323,18.916
111.3211,5.366,18.974
111.4891,5.404,19.016
111.6573,5.440,19.041
111.8258,5.472,19.050
111.9946,5.500,19.043
112.1635,5.525,19.020
112.3328,5.546,18.981
112.5023,5.564,18.925
112.6720,5.579,18.853
112.8421,5.590,18.766
113.0123,5.597,18.663
113.1828,5.601,18.544
113.3536,5.601,18.411
113.5247,5.597,18.262
113.6960,5.590,18.100
113.8675,5.579,17.923
114.0393,5.564,17.732
114.2114,5.545,17.528
114.3837,5.523,17.311
114.5563,5.496,17.082
114.7292,5.466,16.842
114.9023,5.431,16.589
115.0757,5.393,16.326
115.2493,5.350,16.053
115.4232,5.304,15.770
115.5974,5.253,15.478
115.7718,5.198,15.178
115.9465,5.139,14.869
116.1215,5.075,14.553
116.2967,5.008,14.230
116.4721,4.936,13.900
116.6479,4.860,13.565
116.8239,4.779,13.225
117.0002,4.695,12.880
117.1767,4.606,12.531
117.3535,4.513,12.178
117.5306,4.417,11.822
117.7079,4.316,11.464
117.8856,4.211,11.103
118.0634,4.102,10.741
118.2416,3.989,10.377
118.4200,3.873,10.013
118.5987,3.753,9.648
118.7776,3.629,9.284
118.9569,3.502,8.920
119.1364,3.372,8.556
119.3161,3.239,8.194
119.4962,3.102,7.833
119.6765,2.963,7.475
119.8570,2.821,7.118
120.0379,2.676,6.764
120.2190,2.529,6.413
120.4004,2.379,6.064
120.5821,2.227,5.719
120.7640,2.074,5.378
120.9463,1.918,5.040
121.1288,1.761,4.706
121.3115,1.603,4.376
121.4946,1.443,4.050
121.6779,1.282,3.729
121.8615,1.120,3.413
122.0454,0.957,3.101
122.2295,0.794,2.795
122.4140,0.631,2.493
122.5987,0.467,2.197
122.7837,0.303,1.906
122.9689,0.139,1.620
123.1545,-0.024,1.339
123.3403,-0.187,1.065
123.5264,-0.350,0.796
123.7128,-0.511,0.532
123.8995,-0.672,0.274
124.0864,-0.832,0.022
124.2737,-0.991,-0.224
124.4612,-1.148,-0.464
124.6490,-1.304,-0.699
124.8371,-1.458,-0.927
125.0254,-1.610,-1.150
125.2141,-1.761,-1.367
125.4030,-1.910,-1.578
125.5922,-2.056,-1.783
125.7817,-2.201,-1.982
125.9715,-2.343,-2.175
126.1616,-2.483,-2.362
126.3520,-2.621,-2.544
126.5426,-2.756,-2.719
126.7336,-2.888,-2.889
126.9248,-3.018,-3.053
127.1163,-3.145,-3.212
127.3081,-3.269,-3.365
127.5002,-3.390,-3.512
127.6926,-3.508,-3.653
127.8853,-3.624,-3.789
128.0782,-3.736,-3.920
128.2715,-3.845,-4.045
128.4651,-3.952,-4.165
128.6589,-4.055,-4.280
128.8530,-4.155,-4.389
129.0475,-4.251,-4.493
129.2422,-4.345,-4.592
129.4372,-4.435,-4.686
129.6325,-4.522,-4.775
129.8281,-4.606,-4.860
130.0240,-4.686,-4.939
130.2202,-4.763,-5.013
130.4167,-4.837,-5.083
130.6135,-4.908,-5.149
130.8106,-4.975,-5.209
131.0079,-5.039,-5.266
131.2056,-5.100,-5.317
131.4036,-5.157,-5.365
131.6019,-5.211,-5.408
131.8004,-5.262,-5.447
131.9993,-5.310,-5.482
132.1985,-5.354,-5.513
132.3980,-5.395,-5.540
132.5977,-5.433,-5.563
132.7978,-5.468,-5.582
132.9982,-5.499,-5.597
133.1989,-5.527,-5.608
133.3999,-5.552,-5.616
133.6011,-5.574,-5.620
133.8027,-5.593,-5.621
134.0046,-5.609,-5.618
134.2068,-5.622,-5.612
134.4093,-5.631,-5.603
134.6121,-5.637,-5.590
134.8153,-5.641,-5.573
135.0187,-5.641,-5.554
135.2224,-5.638,-5.531
135.4265,-5.632,-5.506
135.6308,-5.623,-5.477
135.8355,-5.612,-5.445
136.0404,-5.597,-5.410
136.2457,-5.579,-5.372
136.4513,-5.558,-5.332
136.6572,-5.534,-5.288
136.8634,-5.507,-5.241
137.0699,-5.477,-5.192
137.2767,-5.444,-5.140
137.4838,-5.408,-5.085
137.6913,-5.369,-5.027
137.8991,-5.326,-4.967
138.1071,-5.281,-4.903
138.3155,-5.233,-4.838
138.5242,-5.182,-4.769
138.7332,-5.127,-4.698
138.9426,-5.070,-4.624
139.1522,-5.009,-4.547
139.3622,-4.945,-4.468
139.5725,-4.878,-4.386
139.7831,-4.808,-4.301
139.9940,-4.735,-4.214
140.2052,-4.658,-4.124
140.4168,-4.578,-4.032
140.6287,-4.495,-3.937
140.8409,-4.408,-3.839
141.0534,-4.318,-3.738
141.2662,-4.224,-3.635
141.4794,-4.127,-3.529
141.6928,-4.026,-3.420
141.9066,-3.922,-3.309
142.1208,-3.814,-3.195
142.3352,-3.702,-3.078
142.5500,-3.587,-2.958
142.7651,-3.468,-2.835
142.9805,-3.344,-2.710
143.1962,-3.217,-2.582
143.4123,-3.086,-2.450
143.6287,-2.951,-2.316
143.8454,-2.812,-2.179
144.0625,-2.669,-2.039
144.2799,-2.521,-1.896
144.4976,-2.370,-1.750
144.7156,-2.213,-1.600
144.9340,-2.053,-1.448
145.1526,-1.887,-1.292
145.3717,-1.718,-1.134
145.5910,-1.543,-0.972
145.8107,-1.364,-0.806
146.0307,-1.180,-0.638
146.2511,-0.992,-0.466
146.4717,-0.798,-0.291
146.6928,-0.599,-0.112
146.9141,-0.395,0.070
147.1358,-0.187,0.256
147.3578,0.028,0.445
147.5801,0.247,0.638
147.8028,0.472,0.834
148.0258,0.702,1.034
148.2492,0.938,1.237
148.4729,1.179,1.445
148.6969,1.426,1.656
148.9213,1.678,1.870
149.1460,1.937,2.089
149.3710,2.201,2.311
149.5964,2.471,2.538
149.8222,2.747,2.768
150.0482,3.029,3.002
150.2746,3.317,3.240
150.5014,3.612,3.481
150.7285,3.912,3.727
150.9559,4.219,3.977
151.1837,4.532,4.231
151.4118,4.851,4.489
151.6403,5.177,4.751
151.8691,5.509,5.016
152.0982,5.848,5.286
152.3277,6.193,5.560
152.5576,6.545,5.838
152.7878,6.903,6.120
153.0183,7.269,6.406
153.2492,7.640,6.696
153.4805,8.019,6.990
153.7120,8.404,7.288
153.9440,8.796,7.590
154.1763,9.195,7.896
154.4089,9.600,8.206
154.6419,10.013,8.520
154.8752,10.432,8.837
155.1089,10.858,9.159
155.3430,11.292,9.484
155.5774,11.732,9.813
155.8121,12.179,10.145
156.0472,12.632,10.481
156.2827,13.093,10.820
156.5185,13.561,11.163
156.7547,14.035,11.509
156.9912,14.517,11.859
157.2281,15.005,12.211
157.4653,15.500,12.567
157.7029,16.002,12.925
157.9409,16.511,13.286
158.1792,17.026,13.650
158.4179,17.548,14.017
158.6569,18.077,14.385
158.8963,18.612,14.756
159.1361,19.153,15.129
159.3762,19.701,15.503
159.6167,20.255,15.879
159.8575,20.815,16.256
160.0987,21.381,16.635
160.3403,21.952,17.014
160.5822,22.529,17.394
160.8245,23.111,17.774
161.0672,23.698,18.153
161.3102,24.290,18.533
161.5536,24.886,18.911
161.7974,25.485,19.288
162.0416,26.088,19.664
162.2861,26.694,20.037
162.5309,27.303,20.408
162.7762,27.913,20.775
163.0218,28.524,21.139
163.2678,29.136,21.499
163.5141,29.747,21.853
163.7609,30.356,22.202
164.0080,30.963,22.545
164.2554,31.566,22.881
164.5033,32.165,23.208
164.7515,32.757,23.527
165.0001,33.341,23.837
165.2491,33.916,24.136
165.4984,34.481,24.423
165.7481,35.032,24.698
165.9982,35.569,24.960
166.2487,36.089,25.207
166.4995,36.590,25.438
166.7508,37.070,25.653
167.0024,37.527,25.850
167.2544,37.958,26.029
167.5067,38.362,26.187
167.7595,38.735,26.324
168.0126,39.075,26.438
168.2661,39.381,26.530
168.5200,39.650,26.597
168.7743,39.880,26.639
169.0290,40.070,26.655
169.2840,40.218,26.644
169.5395,40.323,26.605
169.7953,40.384,26.538
170.0515,40.401,26.442
170.3081,40.373,26.317
170.5651,40.301,26.162
170.8224,40.185,25.979
171.0802,40.026,25.765
171.3383,39.825,25.523
171.5969,39.584,25.252
171.8558,39.304,24.952
172.1151,38.987,24.624
172.3748,38.635,24.270
172.6349,38.251,23.889
172.8954,37.837,23.483
173.1563,37.394,23.053
173.4175,36.927,22.600
173.6792,36.436,22.125
173.9413,35.924,21.630
174.2037,35.394,21.116
174.4666,34.847,20.585
174.7299,34.287,20.037
174.9935,33.714,19.476
175.2575,33.131,18.901
175.5220,32.539,18.315
175.7868,31.941,17.719
176.0521,31.337,17.114
176.3177,30.729,16.503
176.5838,30.118,15.886
176.8502,29.506,15.266
177.1171,28.893,14.643
177.3843,28.281,14.018
177.6520,27.671,13.394
177.9200,27.062,12.772
178.1885,26.457,12.152
178.4574,25.855,11.536
178.7267,25.257,10.925
178.9963,24.664,10.320
179.2664,24.076,9.722
179.5369,23.494,9.133
179.8078,22.917,8.552
180.0791,22.347,7.982
180.3509,21.783,7.422
180.6230,21.226,6.874
180.8955,20.676,6.338
181.1685,20.133,5.815
181.4418,19.597,5.305
181.7156,19.069,4.808
181.9898,18.548,4.327
182.2644,18.034,3.859
182.5394,17.528,3.407
182.8149,17.030,2.970
183.0907,16.539,2.549
183.3670,16.056,2.143
183.6437,15.581,1.752
183.9208,15.113,1.378
184.1983,14.653,1.019
184.4762,14.201,0.675
184.7546,13.756,0.347
185.0334,13.319,0.034
185.3126,12.890,-0.263
185.5922,12.468,-0.546
185.8722,12.053,-0.814
186.1527,11.646,-1.068
186.4336,11.246,-1.308
186.7149,10.853,-1.534
186.9966,10.467,-1.748
187.2788,10.089,-1.948
187.5614,9.718,-2.136
187.8444,9.353,-2.312
188.1278,8.995,-2.476
188.4117,8.644,-2.629
188.6960,8.300,-2.772
188.9807,7.963,-2.904
189.2659,7.632,-3.026
189.5514,7.307,-3.139
189.8374,6.989,-3.243
190.1239,6.677,-3.339
190.4108,6.371,-3.426
190.6981,6.071,-3.506
190.9858,5.777,-3.578
191.2740,5.489,-3.643
191.5626,5.207,-3.702
191.8517,4.931,-3.755
192.1412,4.660,-3.802
192.4311,4.395,-3.843
192.7214,4.135,-3.879
193.0122,3.881,-3.910
193.3035,3.632,-3.937
193.5951,3.388,-3.959
193.8873,3.149,-3.978
194.1798,2.915,-3.993
194.4728,2.686,-4.004
194.7663,2.462,-4.012
195.0601,2.242,-4.017
195.3545,2.028,-4.019
195.6492,1.818,-4.018
195.9445,1.612,-4.016
196.2401,1.411,-4.011
196.5362,1.214,-4.003
196.8328,1.021,-3.994
197.1298,0.833,-3.984
197.4272,0.648,-3.971
197.7251,0.468,-3.957
198.0235,0.292,-3.942
198.3223,0.119,-3.926
198.6215,-0.050,-3.908
198.9212,-0.215,-3.890
199.2214,-0.376,-3.871
199.5220,-0.534,-3.850
199.8230,-0.688,-3.829
200.1246,-0.839,-3.808
200.4265,-0.986,-3.786
200.7290,-1.130,-3.763
201.0318,-1.271,-3.740
201.3352,-1.408,-3.717
201.6390,-1.543,-3.693
201.9432,-1.674,-3.670
202.2479,-1.802,-3.645
202.5531,-1.928,-3.621
202.8587,-2.050,-3.597
203.1648,-2.170,-3.573
203.4714,-2.287,-3.548
203.7784,-2.401,-3.524
204.0859,-2.512,-3.499
204.3938,-2.621,-3.475
204.7022,-2.727,-3.451
205.0111,-2.830,-3.427
205.3205,-2.931,-3.403
205.6303,-3.030,-3.379
205.9405,-3.126,-3.355
206.2513,-3.220,-3.332
206.5625,-3.311,-3.309
206.8742,-3.400,-3.286
207.1863,-3.487,-3.263
207.4990,-3.572,-3.240
207.8121,-3.654,-3.218
208.1256,-3.734,-3.196
208.4397,-3.813,-3.174
208.7542,-3.889,-3.153
209.0692,-3.963,-3.132
209.3846,-4.035,-3.111
209.7006,-4.105,-3.090
210.0170,-4.174,-3.070
210.3339,-4.240,-3.050
210.6513,-4.304,-3.030
210.9691,-4.367,-3.011
211.2874,-4.428,-2.992
211.6063,-4.487,-2.973
211.9256,-4.544,-2.955
212.2453,-4.600,-2.937
212.5656,-4.654,-2.919
212.8863,-4.706,-2.901
213.2076,-4.757,-2.884
213.5293,-4.806,-2.867
213.8515,-4.853,-2.851
214.1741,-4.899,-2.835
214.4973,-4.943,-2.819
214.8210,-4.985,-2.803
215.1451,-5.027,-2.788
215.4697,-5.066,-2.773
215.7949,-5.104,-2.758
216.1205,-5.141,-2.743
216.4466,-5.177,-2.729
216.7732,-5.210,-2.715
217.1003,-5.243,-2.702
217.4278,-5.274,-2.688
217.7559,-5.304,-2.675
218.0845,-5.332,-2.662
218.4136,-5.359,-2.650
218.7431,-5.385,-2.637
219.0732,-5.409,-2.625
219.4038,-5.433,-2.614
219.7348,-5.455,-2.602
220.0664,-5.475,-2.591
220.3984,-5.495,-2.580
220.7310,-5.513,-2.569
221.0641,-5.530,-2.558
221.3976,-5.546,-2.548
221.7317,-5.560,-2.538
222.0663,-5.574,-2.528
222.4013,-5.586,-2.518
222.7369,-5.597,-2.509
223.0730,-5.607,-2.499
223.4096,-5.616,-2.490
223.7467,-5.624,-2.482
224.0843,-5.631,-2.473
224.4224,-5.637,-2.464
224.7611,-5.641,-2.456
225.1002,-5.645,-2.448
225.4399,-5.647,-2.440
225.7800,-5.648,-2.433
226.1207,-5.649,-2.425
226.4619,-5.648,-2.418
226.8036,-5.647,-2.410
227.1458,-5.644,-2.403
227.4886,-5.640,-2.397
227.8318,-5.636,-2.390
228.1756,-5.630,-2.383
228.5199,-5.623,-2.377
228.8647,-5.616,-2.371
229.2101,-5.607,-2.365
229.5559,-5.598,-2.359
229.9023,-5.588,-2.353
230.2492,-5.576,-2.348
230.5966,-5.564,-2.342
230.9446,-5.551,-2.337
231.2930,-5.537,-2.332
231.6420,-5.522,-2.326
231.9916,-5.506,-2.322
232.3416,-5.490,-2.317
232.6922,-5.472,-2.312
233.0433,-5.454,-2.307
233.3949,-5.434,-2.303
233.7471,-5.414,-2.299
234.0998,-5.393,-2.294
234.4530,-5.372,-2.290
234.8068,-5.349,-2.286
235.1611,-5.326,-2.282
235.5159,-5.301,-2.279
235.8713,-5.276,-2.275
236.2272,-5.251,-2.271
236.5837,-5.224,-2.268
236.9407,-5.197,-2.265
237.2982,-5.168,-2.261
237.6562,-5.139,-2.258
238.0148,-5.110,-2.255
238.3740,-5.079,-2.252
238.7337,-5.048,-2.249
239.0939,-5.016,-2.246
239.4547,-4.983,-2.244
239.8160,-4.950,-2.241
240.1778,-4.915,-2.238
240.5402,-4.881,-2.236
240.9032,-4.845,-2.234
241.2667,-4.808,-2.231
241.6307,-4.771,-2.229
241.9953,-4.733,-2.227
242.3605,-4.695,-2.225
242.7262,-4.656,-2.223
243.0924,-4.616,-2.221
243.4592,-4.575,-2.219
243.8266,-4.534,-2.217
244.1945,-4.492,-2.215
244.5630,-4.449,-2.214
244.9320,-4.406,-2.212
245.3016,-4.362,-2.210
245.6717,-4.317,-2.209
246.0424,-4.272,-2.208
246.4136,-4.226,-2.206
246.7855,-4.180,-2.205
247.1578,-4.132,-2.204
247.5308,-4.084,-2.203
247.9043,-4.036,-2.201
248.2783,-3.987,-2.200
248.6530,-3.937,-2.199
249.0282,-3.887,-2.198
249.4039,-3.836,-2.197
249.7802,-3.784,-2.197
250.1571,-3.732,-2.196
250.5346,-3.679,-2.195
250.9126,-3.625,-2.194
251.2912,-3.571,-2.194
251.6704,-3.516,-2.193
252.0502,-3.461,-2.193
252.4305,-3.405,-2.192
252.8114,-3.349,-2.192
253.1928,-3.292,-2.191
253.5749,-3.234,-2.191
253.9575,-3.176,-2.191
254.3407,-3.117,-2.190
254.7245,-3.057,-2.190
255.1088,-2.997,-2.190
255.4938,-2.937,-2.190
255.8793,-2.876,-2.189
256.2654,-2.814,-2.189
256.6520,-2.752,-2.189
257.0393,-2.689,-2.189
257.4272,-2.625,-2.189
257.8156,-2.561,-2.189
258.2046,-2.497,-2.189
258.5942,-2.431,-2.190
258.9844,-2.366,-2.190
259.3752,-2.299,-2.190
259.7666,-2.233,-2.190
260.1585,-2.165,-2.190
260.5511,-2.097,-2.191
260.9442,-2.029,-2.191
261.3380,-1.960,-2.191
261.7323,-1.890,-2.191
262.1272,-1.820,-2.192
262.5227,-1.749,-2.192
262.9189,-1.678,-2.193
263.3156,-1.606,-2.193
263.7129,-1.534,-2.194
264.1108,-1.461,-2.194
264.5093,-1.387,-2.194
264.9085,-1.313,-2.195
265.3082,-1.239,-2.196
265.7085,-1.164,-2.196
266.1094,-1.088,-2.197
266.5110,-1.012,-2.197
266.9131,-0.935,-2.198
267.3159,-0.858,-2.198
267.7192,-0.780,-2.199
268.1232,-0.702,-2.199
268.5277,-0.623,-2.200
268.9329,-0.543,-2.201
269.3387,-0.463,-2.201
269.7451,-0.383,-2.202
270.1521,-0.301,-2.203
270.5598,-0.220,-2.203
270.9680,-0.137,-2.204
271.3769,-0.055,-2.204
271.7864,0.029,-2.205
272.1965,0.112,-2.206
272.6072,0.197,-2.206
273.0185,0.282,-2.207
273.4305,0.367,-2.207
273.8431,0.453,-2.208
274.2563,0.540,-2.209
274.6701,0.627,-2.209
275.0845,0.715,-2.210
275.4996,0.803,-2.210
275.9153,0.892,-2.211
276.3316,0.981,-2.211
276.7486,1.071,-2.212
277.1662,1.162,-2.212
277.5844,1.253,-2.212
278.0033,1.344,-2.213
278.4227,1.436,-2.213
278.8428,1.529,-2.213
279.2636,1.622,-2.214
279.6850,1.716,-2.214
280.1070,1.810,-2.214
280.5296,1.905,-2.214
280.9529,2.000,-2.214
281.3769,2.096,-2.214
281.8014,2.193,-2.214
282.2267,2.290,-2.214
282.6525,2.387,-2.214
283.0790,2.485,-2.214
283.5061,2.584,-2.214
283.9339,2.683,-2.213
284.3624,2.783,-2.213
284.7914,2.883,-2.213
285.2211,2.984,-2.212
285.6515,3.085,-2.212
286.0825,3.187,-2.211
286.5142,3.289,-2.210
286.9465,3.392,-2.210
287.3795,3.495,-2.209
287.8131,3.599,-2.208
288.2474,3.703,-2.207
288.6824,3.808,-2.206
289.1179,3.913,-2.204
289.5542,4.019,-2.203
289.9911,4.125,-2.202
290.4287,4.232,-2.200
290.8669,4.339,-2.198
291.3058,4.447,-2.197
291.7453,4.555,-2.195
292.1856,4.663,-2.193
292.6264,4.772,-2.191
293.0680,4.881,-2.188
293.5102,4.991,-2.186
293.9531,5.101,-2.183
294.3966,5.212,-2.181
294.8408,5.323,-2.178
295.2857,5.434,-2.175
295.7313,5.546,-2.172
296.1775,5.658,-2.169
296.6244,5.770,-2.165
297.0720,5.883,-2.162
297.5202,5.996,-2.158
297.9692,6.109,-2.154
298.4188,6.223,-2.150
298.8691,6.337,-2.146
299.3200,6.451,-2.142
299.7717,6.565,-2.137
300.2240,6.679,-2.132
300.6770,6.794,-2.127
301.1307,6.909,-2.122
301.5851,7.024,-2.117
302.0401,7.139,-2.111
302.4959,7.254,-2.105
302.9523,7.369,-2.099
303.4095,7.484,-2.093
303.8673,7.600,-2.087
304.3258,7.715,-2.080
304.7850,7.830,-2.073
305.2449,7.946,-2.066
305.7054,8.061,-2.059
306.1667,8.176,-2.051
306.6287,8.291,-2.043
307.0914,8.405,-2.035
307.5547,8.520,-2.027
308.0188,8.634,-2.018
308.4836,8.748,-2.009
308.9491,8.862,-2.000
309.4152,8.975,-1.991
309.8821,9.088,-1.981
310.3497,9.200,-1.971
310.8180,9.312,-1.961
311.2870,9.424,-1.951
311.7567,9.535,-1.940
312.2271,9.645,-1.929
312.6982,9.755,-1.917
313.1700,9.864,-1.906
313.6426,9.972,-1.894
314.1158,10.080,-1.882
314.5898,10.187,-1.869
315.0645,10.293,-1.856
315.5399,10.398,-1.843
316.0160,10.502,-1.829
316.4929,10.605,-1.816
316.9704,10.707,-1.802
317.4487,10.808,-1.787
317.9277,10.908,-1.772
318.4074,11.007,-1.757
318.8879,11.105,-1.742
319.3690,11.201,-1.726
319.8509,11.296,-1.710
320.3335,11.389,-1.694
320.8169,11.481,-1.677
321.3010,11.572,-1.660
321.7858,11.661,-1.643
322.2713,11.748,-1.625
322.7576,11.834,-1.607
323.2446,11.918,-1.589
323.7324,12.000,-1.570
324.2208,12.081,-1.551
324.7101,12.160,-1.532
325.2000,12.236,-1.513
325.6907,12.311,-1.493
326.1821,12.384,-1.473
326.6743,12.455,-1.452
327.1672,12.523,-1.431
327.6609,12.590,-1.410
328.1553,12.654,-1.389
328.6505,12.716,-1.367
329.1464,12.776,-1.345
329.6430,12.834,-1.323
330.1404,12.889,-1.301
330.6386,12.941,-1.278
331.1375,12.992,-1.255
331.6371,13.039,-1.232
332.1375,13.085,-1.208
332.6387,13.127,-1.185
333.1406,13.167,-1.161
333.6433,13.205,-1.137
334.1467,13.239,-1.112
334.6509,13.271,-1.088
335.1559,13.301,-1.063
335.6616,13.327,-1.038
336.1681,13.351,-1.013
336.6753,13.372,-0.988
337.1833,13.390,-0.963
337.6921,13.405,-0.938
338.2017,13.418,-0.912
338.7120,13.427,-0.887
339.2231,13.434,-0.861
339.7349,13.437,-0.836
340.2475,13.438,-0.810
340.7609,13.436,-0.785
341.2751,13.431,-0.759
341.7901,13.423,-0.734
342.3058,13.412,-0.708
342.8223,13.398,-0.683
343.3396,13.381,-0.658
343.8576,13.362,-0.633
344.3765,13.339,-0.609
344.8961,13.313,-0.584
345.4165,13.285,-0.560
345.9377,13.254,-0.537
346.4597,13.219,-0.513
346.9825,13.182,-0.491
347.5061,13.142,-0.469
348.0304,13.100,-0.447
348.5556,13.054,-0.426
349.0815,13.006,-0.406
349.6082,12.955,-0.387
350.1358,12.901,-0.369
350.6641,12.844,-0.352
351.1932,12.785,-0.336
351.7231,12.724,-0.322
352.2538,12.659,-0.310
352.7853,12.592,-0.299
353.3177,12.523,-0.291
353.8508,12.451,-0.285
354.3847,12.377,-0.282
354.9194,12.300,-0.283
355.4550,12.221,-0.287
355.9913,12.140,-0.296
356.5285,12.057,-0.311
357.0664,11.971,-0.332
357.6052,11.883,-0.361
358.1448,11.794,-0.400
358.6852,11.702,-0.451
359.2264,11.608,-0.518
359.7685,11.512,-0.604
360.3113,11.414,-0.717
360.8550,11.315,-0.864
361.3995,11.214,-1.059
361.9448,11.111,-1.321
362.4910,11.006,-1.677
363.0379,10.900,-2.167
363.5857,10.792,-2.822
364.1343,10.683,-3.539
364.6838,10.572,-3.574
365.2340,10.460,-1.416
365.7852,10.347,1.512
366.3371,10.232,2.834
366.8899,10.117,3.106
367.4435,10.000,3.043
367.9979,9.882,2.904
368.5532,9.763,2.765
369.1093,9.643,2.645
369.6662,9.522,2.545
370.2240,9.400,2.464
370.7826,9.278,2.399
371.3421,9.155,2.347
371.9024,9.031,2.305
372.4636,8.906,2.272
373.0256,8.781,2.247
373.5885,8.656,2.227
374.1522,8.530,2.212
374.7167,8.403,2.202
375.2822,8.276,2.195
375.8484,8.149,2.191
376.4155,8.022,2.189
376.9835,7.894,2.190
377.5523,7.766,2.192
378.1220,7.638,2.197
378.6926,7.510,2.202
