P_d,dbic,dbic_berv
87.5915,2.404,2.177
87.7237,2.267,2.016
87.8561,2.114,1.839
87.9886,1.947,1.648
88.1214,1.767,1.444
88.2544,1.576,1.230
88.3875,1.375,1.007
88.5209,1.166,0.778
88.6545,0.952,0.544
88.7883,0.733,0.307
88.9222,0.513,0.070
89.0564,0.291,-0.167
89.1908,0.070,-0.401
89.3254,-0.148,-0.632
89.4601,-0.363,-0.858
89.5951,-0.574,-1.078
89.7303,-0.780,-1.291
89.8657,-0.980,-1.498
90.0013,-1.174,-1.697
90.1371,-1.361,-1.889
90.2731,-1.541,-2.072
90.4093,-1.715,-2.248
90.5458,-1.882,-2.416
90.6824,-2.043,-2.577
90.8192,-2.198,-2.730
90.9563,-2.346,-2.877
91.0935,-2.489,-3.017
91.2309,-2.627,-3.152
91.3686,-2.761,-3.280
91.5065,-2.889,-3.404
91.6445,-3.014,-3.522
91.7828,-3.136,-3.636
91.9213,-3.254,-3.745
92.0600,-3.369,-3.851
92.1989,-3.482,-3.953
92.3380,-3.591,-4.051
92.4774,-3.699,-4.146
92.6169,-3.804,-4.237
92.7567,-3.906,-4.325
92.8966,-4.006,-4.409
93.0368,-4.104,-4.490
93.1772,-4.199,-4.566
93.3178,-4.291,-4.639
93.4586,-4.380,-4.707
93.5996,-4.465,-4.770
93.7408,-4.547,-4.829
93.8823,-4.625,-4.882
94.0239,-4.698,-4.930
94.1658,-4.767,-4.972
94.3079,-4.831,-5.009
94.4502,-4.891,-5.039
94.5927,-4.944,-5.063
94.7355,-4.993,-5.080
94.8784,-5.035,-5.091
95.0216,-5.072,-5.095
95.1649,-5.102,-5.092
95.3085,-5.126,-5.082
95.4523,-5.144,-5.065
95.5964,-5.155,-5.041
95.7406,-5.160,-5.010
95.8851,-5.158,-4.972
96.0298,-5.150,-4.928
96.1747,-5.136,-4.878
96.3198,-5.115,-4.821
96.4651,-5.088,-4.759
96.6107,-5.055,-4.692
96.7565,-5.017,-4.620
96.9024,-4.973,-4.543
97.0487,-4.924,-4.463
97.1951,-4.871,-4.381
97.3418,-4.814,-4.296
97.4886,-4.753,-4.209
97.6357,-4.690,-4.123
97.7831,-4.625,-4.036
97.9306,-4.558,-3.951
98.0784,-4.490,-3.869
98.2264,-4.423,-3.789
98.3746,-4.357,-3.713
98.5230,-4.292,-3.642
98.6717,-4.229,-3.576
98.8206,-4.170,-3.516
98.9697,-4.113,-3.462
99.1190,-4.061,-3.415
99.2686,-4.014,-3.375
99.4184,-3.971,-3.341
99.5684,-3.932,-3.313
99.7186,-3.899,-3.291
99.8691,-3.870,-3.275
100.0198,-3.845,-3.264
100.1707,-3.825,-3.258
100.3218,-3.808,-3.255
100.4732,-3.795,-3.255
100.6248,-3.785,-3.258
100.7767,-3.778,-3.263
100.9287,-3.772,-3.269
101.0810,-3.768,-3.276
101.2335,-3.766,-3.283
101.3863,-3.764,-3.290
101.5393,-3.763,-3.296
101.6925,-3.763,-3.302
101.8459,-3.762,-3.308
101.9996,-3.763,-3.312
102.1535,-3.763,-3.316
102.3076,-3.763,-3.319
102.4620,-3.764,-3.323
102.6166,-3.766,-3.326
102.7715,-3.768,-3.330
102.9265,-3.771,-3.335
103.0818,-3.776,-3.341
103.2374,-3.783,-3.349
103.3931,-3.791,-3.359
103.5492,-3.803,-3.372
103.7054,-3.817,-3.389
103.8619,-3.834,-3.409
104.0186,-3.856,-3.434
104.1756,-3.880,-3.464
104.3327,-3.909,-3.498
104.4902,-3.943,-3.538
104.6478,-3.980,-3.582
104.8057,-4.022,-3.632
104.9639,-4.068,-3.687
105.1223,-4.117,-3.747
105.2809,-4.170,-3.811
105.4397,-4.227,-3.879
105.5988,-4.286,-3.950
105.7582,-4.347,-4.024
105.9178,-4.410,-4.100
106.0776,-4.474,-4.177
106.2376,-4.538,-4.254
106.3979,-4.602,-4.332
106.5585,-4.666,-4.408
106.7193,-4.728,-4.484
106.8803,-4.788,-4.557
107.0416,-4.846,-4.628
107.2031,-4.901,-4.695
107.3648,-4.953,-4.760
107.5269,-5.002,-4.821
107.6891,-5.048,-4.877
107.8516,-5.089,-4.930
108.0143,-5.127,-4.979
108.1773,-5.161,-5.023
108.3405,-5.191,-5.063
108.5040,-5.216,-5.098
108.6677,-5.238,-5.129
108.8317,-5.256,-5.156
108.9959,-5.270,-5.179
109.1604,-5.279,-5.198
109.3251,-5.285,-5.214
109.4901,-5.288,-5.225
109.6553,-5.287,-5.233
109.8207,-5.282,-5.238
109.9864,-5.275,-5.239
110.1524,-5.264,-5.238
110.3186,-5.250,-5.233
110.4851,-5.233,-5.226
110.6518,-5.214,-5.217
110.8187,-5.192,-5.206
110.9860,-5.168,-5.192
111.1534,-5.141,-5.177
111.3211,-5.113,-5.159
111.4891,-5.083,-5.141
111.6573,-5.051,-5.121
111.8258,-5.018,-5.100
111.9946,-4.984,-5.078
112.1635,-4.948,-5.055
112.3328,-4.912,-5.031
112.5023,-4.875,-5.007
112.6720,-4.838,-4.983
112.8421,-4.801,-4.958
113.0123,-4.763,-4.934
113.1828,-4.726,-4.909
113.3536,-4.689,-4.885
113.5247,-4.653,-4.860
113.6960,-4.617,-4.836
113.8675,-4.582,-4.812
114.0393,-4.547,-4.789
114.2114,-4.514,-4.766
114.3837,-4.481,-4.743
114.5563,-4.449,-4.720
114.7292,-4.418,-4.697
114.9023,-4.388,-4.674
115.0757,-4.359,-4.652
115.2493,-4.330,-4.629
115.4232,-4.301,-4.605
115.5974,-4.273,-4.581
115.7718,-4.245,-4.557
115.9465,-4.217,-4.532
116.1215,-4.188,-4.506
116.2967,-4.160,-4.479
116.4721,-4.130,-4.451
116.6479,-4.101,-4.422
116.8239,-4.070,-4.392
117.0002,-4.039,-4.361
117.1767,-4.006,-4.328
117.3535,-3.973,-4.295
117.5306,-3.938,-4.260
117.7079,-3.902,-4.224
117.8856,-3.865,-4.187
118.0634,-3.827,-4.148
118.2416,-3.788,-4.109
118.4200,-3.748,-4.069
118.5987,-3.707,-4.028
118.7776,-3.664,-3.987
118.9569,-3.621,-3.945
119.1364,-3.577,-3.902
119.3161,-3.532,-3.860
119.4962,-3.487,-3.817
119.6765,-3.442,-3.775
119.8570,-3.396,-3.732
120.0379,-3.350,-3.690
120.2190,-3.304,-3.649
120.4004,-3.259,-3.609
120.5821,-3.214,-3.569
120.7640,-3.170,-3.531
120.9463,-3.127,-3.494
121.1288,-3.085,-3.459
121.3115,-3.044,-3.425
121.4946,-3.004,-3.393
121.6779,-2.967,-3.364
121.8615,-2.931,-3.336
122.0454,-2.897,-3.311
122.2295,-2.865,-3.289
122.4140,-2.836,-3.268
122.5987,-2.809,-3.251
122.7837,-2.785,-3.236
122.9689,-2.763,-3.224
123.1545,-2.744,-3.215
123.3403,-2.727,-3.209
123.5264,-2.713,-3.205
123.7128,-2.702,-3.205
123.8995,-2.694,-3.206
124.0864,-2.688,-3.211
124.2737,-2.685,-3.218
124.4612,-2.684,-3.227
124.6490,-2.685,-3.238
124.8371,-2.688,-3.252
125.0254,-2.693,-3.267
125.2141,-2.700,-3.284
125.4030,-2.708,-3.302
125.5922,-2.717,-3.322
125.7817,-2.727,-3.342
125.9715,-2.738,-3.364
126.1616,-2.750,-3.385
126.3520,-2.762,-3.408
126.5426,-2.774,-3.430
126.7336,-2.786,-3.452
126.9248,-2.797,-3.474
127.1163,-2.808,-3.496
127.3081,-2.818,-3.517
127.5002,-2.828,-3.537
127.6926,-2.836,-3.557
127.8853,-2.843,-3.575
128.0782,-2.849,-3.592
128.2715,-2.854,-3.608
128.4651,-2.857,-3.623
128.6589,-2.859,-3.636
128.8530,-2.859,-3.648
129.0475,-2.857,-3.658
129.2422,-2.854,-3.667
129.4372,-2.849,-3.674
129.6325,-2.843,-3.679
129.8281,-2.835,-3.683
130.0240,-2.826,-3.685
130.2202,-2.815,-3.685
130.4167,-2.803,-3.684
130.6135,-2.790,-3.682
130.8106,-2.775,-3.677
131.0079,-2.760,-3.671
131.2056,-2.743,-3.664
131.4036,-2.726,-3.655
131.6019,-2.707,-3.645
131.8004,-2.689,-3.634
131.9993,-2.670,-3.622
132.1985,-2.650,-3.608
132.3980,-2.630,-3.593
132.5977,-2.610,-3.578
132.7978,-2.590,-3.561
132.9982,-2.570,-3.544
133.1989,-2.551,-3.526
133.3999,-2.531,-3.508
133.6011,-2.512,-3.489
133.8027,-2.493,-3.470
134.0046,-2.474,-3.450
134.2068,-2.456,-3.431
134.4093,-2.439,-3.411
134.6121,-2.421,-3.391
134.8153,-2.404,-3.372
135.0187,-2.388,-3.352
135.2224,-2.372,-3.333
135.4265,-2.356,-3.314
135.6308,-2.340,-3.296
135.8355,-2.325,-3.277
136.0404,-2.310,-3.260
136.2457,-2.295,-3.242
136.4513,-2.279,-3.225
136.6572,-2.264,-3.208
136.8634,-2.249,-3.192
137.0699,-2.234,-3.176
137.2767,-2.219,-3.160
137.4838,-2.203,-3.144
137.6913,-2.187,-3.129
137.8991,-2.171,-3.113
138.1071,-2.155,-3.098
138.3155,-2.138,-3.083
138.5242,-2.121,-3.068
138.7332,-2.104,-3.052
138.9426,-2.087,-3.037
139.1522,-2.070,-3.022
139.3622,-2.052,-3.007
139.5725,-2.034,-2.991
139.7831,-2.017,-2.976
139.9940,-1.999,-2.961
140.2052,-1.982,-2.946
140.4168,-1.965,-2.931
140.6287,-1.949,-2.916
140.8409,-1.932,-2.902
141.0534,-1.917,-2.888
141.2662,-1.902,-2.874
141.4794,-1.888,-2.862
141.6928,-1.875,-2.850
141.9066,-1.863,-2.839
142.1208,-1.853,-2.829
142.3352,-1.844,-2.820
142.5500,-1.836,-2.813
142.7651,-1.830,-2.807
142.9805,-1.825,-2.802
143.1962,-1.823,-2.800
143.4123,-1.822,-2.798
143.6287,-1.823,-2.799
143.8454,-1.826,-2.801
144.0625,-1.831,-2.806
144.2799,-1.839,-2.812
144.4976,-1.848,-2.821
144.7156,-1.860,-2.831
144.9340,-1.873,-2.844
145.1526,-1.889,-2.859
145.3717,-1.907,-2.876
145.5910,-1.927,-2.894
145.8107,-1.949,-2.915
146.0307,-1.973,-2.938
146.2511,-1.999,-2.962
146.4717,-2.027,-2.988
146.6928,-2.056,-3.016
146.9141,-2.086,-3.046
147.1358,-2.118,-3.077
147.3578,-2.152,-3.109
147.5801,-2.186,-3.142
147.8028,-2.222,-3.177
148.0258,-2.258,-3.212
148.2492,-2.295,-3.248
148.4729,-2.333,-3.285
148.6969,-2.371,-3.323
148.9213,-2.410,-3.361
149.1460,-2.448,-3.399
149.3710,-2.487,-3.437
149.5964,-2.526,-3.476
149.8222,-2.564,-3.514
150.0482,-2.603,-3.552
150.2746,-2.641,-3.590
150.5014,-2.678,-3.627
150.7285,-2.715,-3.664
150.9559,-2.751,-3.700
151.1837,-2.786,-3.736
151.4118,-2.820,-3.770
151.6403,-2.854,-3.804
151.8691,-2.886,-3.837
152.0982,-2.917,-3.868
152.3277,-2.947,-3.899
152.5576,-2.976,-3.928
152.7878,-3.004,-3.956
153.0183,-3.030,-3.982
153.2492,-3.055,-4.008
153.4805,-3.079,-4.031
153.7120,-3.101,-4.054
153.9440,-3.122,-4.075
154.1763,-3.141,-4.094
154.4089,-3.159,-4.112
154.6419,-3.175,-4.129
154.8752,-3.190,-4.144
155.1089,-3.204,-4.157
155.3430,-3.216,-4.169
155.5774,-3.226,-4.179
155.8121,-3.236,-4.188
156.0472,-3.243,-4.195
156.2827,-3.250,-4.201
156.5185,-3.255,-4.205
156.7547,-3.259,-4.208
156.9912,-3.261,-4.210
157.2281,-3.263,-4.210
157.4653,-3.263,-4.209
157.7029,-3.262,-4.207
157.9409,-3.261,-4.203
158.1792,-3.258,-4.198
158.4179,-3.254,-4.192
158.6569,-3.249,-4.185
158.8963,-3.244,-4.177
159.1361,-3.238,-4.168
159.3762,-3.231,-4.158
159.6167,-3.223,-4.147
159.8575,-3.215,-4.135
160.0987,-3.207,-4.122
160.3403,-3.197,-4.109
160.5822,-3.188,-4.095
160.8245,-3.178,-4.080
161.0672,-3.168,-4.065
161.3102,-3.158,-4.049
161.5536,-3.147,-4.033
161.7974,-3.136,-4.016
162.0416,-3.126,-3.999
162.2861,-3.115,-3.981
162.5309,-3.104,-3.963
162.7762,-3.092,-3.945
163.0218,-3.081,-3.926
163.2678,-3.070,-3.908
163.5141,-3.059,-3.889
163.7609,-3.048,-3.870
164.0080,-3.037,-3.851
164.2554,-3.026,-3.832
164.5033,-3.015,-3.812
164.7515,-3.004,-3.793
165.0001,-2.993,-3.774
165.2491,-2.982,-3.754
165.4984,-2.971,-3.735
165.7481,-2.960,-3.716
165.9982,-2.950,-3.696
166.2487,-2.939,-3.677
166.4995,-2.929,-3.658
166.7508,-2.918,-3.639
167.0024,-2.908,-3.621
167.2544,-2.897,-3.602
167.5067,-2.887,-3.584
167.7595,-2.877,-3.565
168.0126,-2.867,-3.547
168.2661,-2.857,-3.530
168.5200,-2.847,-3.512
168.7743,-2.837,-3.495
169.0290,-2.828,-3.477
169.2840,-2.818,-3.460
169.5395,-2.809,-3.444
169.7953,-2.800,-3.428
170.0515,-2.791,-3.412
170.3081,-2.783,-3.396
170.5651,-2.775,-3.380
170.8224,-2.767,-3.365
171.0802,-2.759,-3.351
171.3383,-2.752,-3.336
171.5969,-2.745,-3.322
171.8558,-2.738,-3.308
172.1151,-2.732,-3.295
172.3748,-2.727,-3.282
172.6349,-2.722,-3.270
172.8954,-2.718,-3.257
173.1563,-2.714,-3.246
173.4175,-2.711,-3.234
173.6792,-2.708,-3.223
173.9413,-2.706,-3.213
174.2037,-2.705,-3.203
174.4666,-2.705,-3.193
174.7299,-2.706,-3.184
174.9935,-2.707,-3.175
175.2575,-2.709,-3.166
175.5220,-2.712,-3.158
175.7868,-2.716,-3.150
176.0521,-2.721,-3.143
176.3177,-2.727,-3.136
176.5838,-2.733,-3.129
176.8502,-2.741,-3.123
177.1171,-2.749,-3.117
177.3843,-2.758,-3.111
177.6520,-2.768,-3.106
177.9200,-2.779,-3.101
178.1885,-2.791,-3.096
178.4574,-2.803,-3.092
178.7267,-2.816,-3.088
178.9963,-2.830,-3.084
179.2664,-2.845,-3.081
179.5369,-2.860,-3.078
179.8078,-2.876,-3.075
180.0791,-2.892,-3.072
180.3509,-2.909,-3.070
180.6230,-2.926,-3.067
180.8955,-2.944,-3.066
181.1685,-2.962,-3.064
181.4418,-2.980,-3.063
181.7156,-2.999,-3.062
181.9898,-3.018,-3.061
182.2644,-3.037,-3.061
182.5394,-3.057,-3.061
182.8149,-3.076,-3.061
183.0907,-3.096,-3.062
183.3670,-3.116,-3.063
183.6437,-3.135,-3.065
183.9208,-3.155,-3.067
184.1983,-3.175,-3.069
184.4762,-3.195,-3.072
184.7546,-3.214,-3.075
185.0334,-3.234,-3.079
185.3126,-3.253,-3.084
185.5922,-3.273,-3.089
185.8722,-3.292,-3.095
186.1527,-3.311,-3.101
186.4336,-3.330,-3.108
186.7149,-3.348,-3.116
186.9966,-3.366,-3.125
187.2788,-3.385,-3.134
187.5614,-3.403,-3.144
187.8444,-3.420,-3.154
188.1278,-3.438,-3.166
188.4117,-3.455,-3.178
188.6960,-3.472,-3.191
188.9807,-3.489,-3.205
189.2659,-3.506,-3.220
189.5514,-3.522,-3.236
189.8374,-3.538,-3.252
190.1239,-3.554,-3.270
190.4108,-3.569,-3.288
190.6981,-3.584,-3.307
190.9858,-3.600,-3.327
191.2740,-3.614,-3.348
191.5626,-3.629,-3.369
191.8517,-3.643,-3.392
192.1412,-3.657,-3.415
192.4311,-3.671,-3.439
192.7214,-3.684,-3.463
193.0122,-3.697,-3.488
193.3035,-3.710,-3.514
193.5951,-3.723,-3.540
193.8873,-3.735,-3.566
194.1798,-3.747,-3.593
194.4728,-3.758,-3.620
194.7663,-3.770,-3.648
195.0601,-3.781,-3.675
195.3545,-3.791,-3.703
195.6492,-3.801,-3.730
195.9445,-3.811,-3.757
196.2401,-3.820,-3.784
196.5362,-3.828,-3.810
196.8328,-3.837,-3.836
197.1298,-3.844,-3.862
197.4272,-3.851,-3.887
197.7251,-3.858,-3.910
198.0235,-3.863,-3.933
198.3223,-3.869,-3.955
198.6215,-3.873,-3.976
198.9212,-3.877,-3.996
199.2214,-3.880,-4.014
199.5220,-3.882,-4.031
199.8230,-3.883,-4.047
200.1246,-3.884,-4.061
200.4265,-3.884,-4.073
200.7290,-3.883,-4.084
201.0318,-3.881,-4.093
201.3352,-3.878,-4.100
201.6390,-3.874,-4.105
201.9432,-3.869,-4.109
202.2479,-3.863,-4.111
202.5531,-3.857,-4.111
202.8587,-3.849,-4.109
203.1648,-3.840,-4.105
203.4714,-3.830,-4.100
203.7784,-3.820,-4.092
204.0859,-3.808,-4.083
204.3938,-3.796,-4.072
204.7022,-3.782,-4.059
205.0111,-3.768,-4.044
205.3205,-3.752,-4.028
205.6303,-3.736,-4.009
205.9405,-3.719,-3.990
206.2513,-3.701,-3.968
206.5625,-3.682,-3.945
206.8742,-3.662,-3.921
207.1863,-3.641,-3.894
207.4990,-3.620,-3.867
207.8121,-3.597,-3.838
208.1256,-3.574,-3.807
208.4397,-3.550,-3.776
208.7542,-3.526,-3.743
209.0692,-3.500,-3.708
209.3846,-3.474,-3.673
209.7006,-3.447,-3.636
210.0170,-3.419,-3.598
210.3339,-3.390,-3.559
210.6513,-3.361,-3.519
210.9691,-3.331,-3.478
211.2874,-3.301,-3.435
211.6063,-3.269,-3.392
211.9256,-3.237,-3.348
212.2453,-3.204,-3.303
212.5656,-3.170,-3.256
212.8863,-3.136,-3.209
213.2076,-3.101,-3.161
213.5293,-3.065,-3.112
213.8515,-3.029,-3.062
214.1741,-2.991,-3.012
214.4973,-2.953,-2.960
214.8210,-2.914,-2.908
215.1451,-2.874,-2.855
215.4697,-2.834,-2.801
215.7949,-2.793,-2.746
216.1205,-2.751,-2.690
216.4466,-2.708,-2.634
216.7732,-2.664,-2.577
217.1003,-2.619,-2.519
217.4278,-2.574,-2.460
217.7559,-2.528,-2.401
218.0845,-2.481,-2.340
218.4136,-2.433,-2.279
218.7431,-2.384,-2.218
219.0732,-2.335,-2.155
219.4038,-2.284,-2.092
219.7348,-2.233,-2.029
220.0664,-2.181,-1.964
220.3984,-2.128,-1.899
220.7310,-2.074,-1.833
221.0641,-2.019,-1.767
221.3976,-1.964,-1.700
221.7317,-1.908,-1.633
222.0663,-1.851,-1.564
222.4013,-1.793,-1.496
222.7369,-1.735,-1.427
223.0730,-1.676,-1.357
223.4096,-1.616,-1.288
223.7467,-1.556,-1.217
224.0843,-1.495,-1.147
224.4224,-1.434,-1.076
224.7611,-1.372,-1.005
225.1002,-1.310,-0.934
225.4399,-1.248,-0.863
225.7800,-1.186,-0.792
226.1207,-1.123,-0.721
226.4619,-1.061,-0.650
226.8036,-0.998,-0.580
227.1458,-0.936,-0.509
227.4886,-0.874,-0.440
227.8318,-0.813,-0.370
228.1756,-0.751,-0.302
228.5199,-0.691,-0.234
228.8647,-0.631,-0.167
229.2101,-0.572,-0.100
229.5559,-0.514,-0.035
229.9023,-0.457,0.029
230.2492,-0.401,0.091
230.5966,-0.347,0.153
230.9446,-0.294,0.213
231.2930,-0.242,0.271
231.6420,-0.193,0.328
231.9916,-0.145,0.383
232.3416,-0.099,0.436
232.6922,-0.055,0.487
233.0433,-0.013,0.536
233.3949,0.027,0.583
233.7471,0.064,0.628
234.0998,0.099,0.671
234.4530,0.132,0.712
234.8068,0.162,0.750
235.1611,0.190,0.786
235.5159,0.215,0.820
235.8713,0.238,0.851
236.2272,0.258,0.880
236.5837,0.275,0.906
236.9407,0.290,0.931
237.2982,0.303,0.953
237.6562,0.313,0.972
238.0148,0.320,0.990
238.3740,0.326,1.005
238.7337,0.329,1.018
239.0939,0.329,1.029
239.4547,0.328,1.038
239.8160,0.324,1.046
240.1778,0.319,1.051
240.5402,0.311,1.054
240.9032,0.302,1.056
241.2667,0.291,1.057
241.6307,0.279,1.055
241.9953,0.265,1.052
242.3605,0.249,1.048
242.7262,0.233,1.043
243.0924,0.215,1.036
243.4592,0.196,1.028
243.8266,0.176,1.019
244.1945,0.155,1.009
244.5630,0.134,0.998
244.9320,0.112,0.986
245.3016,0.089,0.973
245.6717,0.065,0.960
246.0424,0.042,0.945
246.4136,0.018,0.930
246.7855,-0.007,0.915
247.1578,-0.031,0.898
247.5308,-0.056,0.881
247.9043,-0.081,0.864
248.2783,-0.106,0.845
248.6530,-0.131,0.827
249.0282,-0.156,0.807
249.4039,-0.181,0.787
249.7802,-0.206,0.767
250.1571,-0.230,0.746
250.5346,-0.255,0.724
250.9126,-0.279,0.702
251.2912,-0.303,0.679
251.6704,-0.327,0.656
252.0502,-0.350,0.631
252.4305,-0.374,0.607
252.8114,-0.397,0.581
253.1928,-0.420,0.555
253.5749,-0.442,0.528
253.9575,-0.465,0.500
254.3407,-0.487,0.472
254.7245,-0.509,0.443
255.1088,-0.530,0.412
255.4938,-0.552,0.381
255.8793,-0.573,0.349
256.2654,-0.594,0.316
256.6520,-0.615,0.282
257.0393,-0.636,0.247
257.4272,-0.657,0.211
257.8156,-0.678,0.174
258.2046,-0.699,0.135
258.5942,-0.719,0.096
258.9844,-0.740,0.055
259.3752,-0.761,0.014
259.7666,-0.782,-0.029
260.1585,-0.803,-0.074
260.5511,-0.824,-0.119
260.9442,-0.845,-0.166
261.3380,-0.867,-0.214
261.7323,-0.889,-0.263
262.1272,-0.911,-0.313
262.5227,-0.933,-0.365
262.9189,-0.956,-0.418
263.3156,-0.979,-0.472
263.7129,-1.002,-0.528
264.1108,-1.026,-0.584
264.5093,-1.051,-0.642
264.9085,-1.076,-0.701
265.3082,-1.101,-0.760
265.7085,-1.128,-0.821
266.1094,-1.154,-0.883
266.5110,-1.182,-0.946
266.9131,-1.209,-1.010
267.3159,-1.238,-1.075
267.7192,-1.267,-1.141
268.1232,-1.297,-1.207
268.5277,-1.328,-1.274
268.9329,-1.359,-1.342
269.3387,-1.391,-1.410
269.7451,-1.424,-1.479
270.1521,-1.457,-1.548
270.5598,-1.491,-1.617
270.9680,-1.526,-1.687
271.3769,-1.561,-1.757
271.7864,-1.597,-1.827
272.1965,-1.634,-1.897
272.6072,-1.671,-1.968
273.0185,-1.709,-2.038
273.4305,-1.747,-2.107
273.8431,-1.786,-2.177
274.2563,-1.825,-2.246
274.6701,-1.865,-2.315
275.0845,-1.905,-2.384
275.4996,-1.946,-2.452
275.9153,-1.987,-2.519
276.3316,-2.028,-2.586
276.7486,-2.069,-2.652
277.1662,-2.111,-2.717
277.5844,-2.152,-2.782
278.0033,-2.194,-2.845
278.4227,-2.236,-2.908
278.8428,-2.277,-2.969
279.2636,-2.319,-3.030
279.6850,-2.360,-3.089
280.1070,-2.401,-3.148
280.5296,-2.442,-3.205
280.9529,-2.483,-3.261
281.3769,-2.523,-3.316
281.8014,-2.562,-3.369
282.2267,-2.601,-3.421
282.6525,-2.640,-3.472
283.0790,-2.678,-3.522
283.5061,-2.716,-3.571
283.9339,-2.753,-3.618
284.3624,-2.789,-3.663
284.7914,-2.824,-3.707
285.2211,-2.859,-3.750
285.6515,-2.892,-3.792
286.0825,-2.925,-3.832
286.5142,-2.957,-3.871
286.9465,-2.989,-3.908
287.3795,-3.019,-3.944
287.8131,-3.048,-3.979
288.2474,-3.077,-4.012
288.6824,-3.104,-4.044
289.1179,-3.130,-4.075
289.5542,-3.156,-4.104
289.9911,-3.180,-4.132
290.4287,-3.204,-4.158
290.8669,-3.226,-4.184
291.3058,-3.247,-4.208
291.7453,-3.268,-4.230
292.1856,-3.287,-4.252
292.6264,-3.305,-4.272
293.0680,-3.322,-4.291
293.5102,-3.338,-4.308
293.9531,-3.353,-4.325
294.3966,-3.367,-4.340
294.8408,-3.380,-4.354
295.2857,-3.393,-4.367
295.7313,-3.404,-4.379
296.1775,-3.414,-4.389
296.6244,-3.423,-4.399
297.0720,-3.431,-4.407
297.5202,-3.438,-4.415
297.9692,-3.444,-4.421
298.4188,-3.449,-4.426
298.8691,-3.453,-4.430
299.3200,-3.456,-4.433
299.7717,-3.459,-4.435
300.2240,-3.460,-4.437
300.6770,-3.461,-4.437
301.1307,-3.460,-4.436
301.5851,-3.459,-4.434
302.0401,-3.457,-4.431
302.4959,-3.454,-4.428
302.9523,-3.450,-4.423
303.4095,-3.446,-4.418
303.8673,-3.440,-4.411
304.3258,-3.434,-4.404
304.7850,-3.427,-4.396
305.2449,-3.420,-4.387
305.7054,-3.411,-4.377
306.1667,-3.402,-4.366
306.6287,-3.392,-4.355
307.0914,-3.381,-4.342
307.5547,-3.370,-4.329
308.0188,-3.358,-4.315
308.4836,-3.345,-4.300
308.9491,-3.331,-4.285
309.4152,-3.317,-4.269
309.8821,-3.303,-4.251
310.3497,-3.287,-4.234
310.8180,-3.271,-4.215
311.2870,-3.255,-4.196
311.7567,-3.237,-4.175
312.2271,-3.220,-4.155
312.6982,-3.201,-4.133
313.1700,-3.182,-4.111
313.6426,-3.163,-4.088
314.1158,-3.143,-4.064
314.5898,-3.123,-4.040
315.0645,-3.102,-4.015
315.5399,-3.080,-3.989
316.0160,-3.058,-3.962
316.4929,-3.036,-3.935
316.9704,-3.013,-3.908
317.4487,-2.990,-3.879
317.9277,-2.966,-3.850
318.4074,-2.942,-3.820
318.8879,-2.918,-3.790
319.3690,-2.893,-3.759
319.8509,-2.868,-3.728
320.3335,-2.842,-3.695
320.8169,-2.816,-3.663
321.3010,-2.790,-3.630
321.7858,-2.764,-3.596
322.2713,-2.737,-3.561
322.7576,-2.710,-3.527
323.2446,-2.683,-3.491
323.7324,-2.656,-3.455
324.2208,-2.629,-3.419
324.7101,-2.601,-3.382
325.2000,-2.573,-3.345
325.6907,-2.546,-3.307
326.1821,-2.518,-3.269
326.6743,-2.490,-3.231
327.1672,-2.462,-3.192
327.6609,-2.434,-3.153
328.1553,-2.406,-3.114
328.6505,-2.378,-3.075
329.1464,-2.350,-3.035
329.6430,-2.322,-2.995
330.1404,-2.295,-2.955
330.6386,-2.267,-2.915
331.1375,-2.240,-2.875
331.6371,-2.212,-2.834
332.1375,-2.185,-2.794
332.6387,-2.159,-2.754
333.1406,-2.132,-2.714
333.6433,-2.106,-2.674
334.1467,-2.081,-2.634
334.6509,-2.055,-2.595
335.1559,-2.030,-2.556
335.6616,-2.006,-2.517
336.1681,-1.981,-2.479
336.6753,-1.958,-2.441
337.1833,-1.935,-2.403
337.6921,-1.912,-2.367
338.2017,-1.890,-2.331
338.7120,-1.868,-2.295
339.2231,-1.848,-2.261
339.7349,-1.827,-2.227
340.2475,-1.808,-2.194
340.7609,-1.789,-2.162
341.2751,-1.771,-2.131
341.7901,-1.753,-2.101
342.3058,-1.737,-2.073
342.8223,-1.721,-2.045
343.3396,-1.706,-2.019
343.8576,-1.692,-1.994
344.3765,-1.678,-1.971
344.8961,-1.666,-1.949
345.4165,-1.654,-1.928
345.9377,-1.643,-1.909
346.4597,-1.633,-1.891
346.9825,-1.624,-1.875
347.5061,-1.616,-1.861
348.0304,-1.609,-1.848
348.5556,-1.603,-1.838
349.0815,-1.597,-1.829
349.6082,-1.593,-1.821
350.1358,-1.590,-1.816
350.6641,-1.587,-1.812
351.1932,-1.586,-1.810
351.7231,-1.585,-1.811
352.2538,-1.585,-1.813
352.7853,-1.587,-1.817
353.3177,-1.589,-1.823
353.8508,-1.592,-1.831
354.3847,-1.596,-1.841
354.9194,-1.601,-1.853
355.4550,-1.607,-1.867
355.9913,-1.614,-1.883
356.5285,-1.621,-1.902
357.0664,-1.630,-1.923
357.6052,-1.639,-1.946
358.1448,-1.649,-1.972
358.6852,-1.660,-2.001
359.2264,-1.671,-2.033
359.7685,-1.684,-2.070
360.3113,-1.697,-2.111
360.8550,-1.711,-2.157
361.3995,-1.725,-2.212
