P_d,dbic,dbic_berv
20.8487,-5.146,-4.938
20.8802,-5.017,-4.826
20.9117,-4.862,-4.710
20.9432,-4.699,-4.608
20.9748,-4.543,-4.527
21.0065,-4.406,-4.468
21.0382,-4.285,-4.423
21.0699,-4.176,-4.382
21.1017,-4.069,-4.332
21.1335,-3.955,-4.267
21.1654,-3.828,-4.179
21.1974,-3.684,-4.064
21.2294,-3.522,-3.920
21.2614,-3.345,-3.748
21.2935,-3.157,-3.551
21.3256,-2.964,-3.334
21.3578,-2.777,-3.108
21.3900,-2.617,-2.887
21.4223,-2.513,-2.697
21.4546,-2.498,-2.571
21.4870,-2.600,-2.545
21.5194,-2.826,-2.644
21.5519,-3.150,-2.870
21.5844,-3.525,-3.198
21.6170,-3.893,-3.582
21.6496,-4.211,-3.972
21.6822,-4.457,-4.328
21.7150,-4.629,-4.625
21.7477,-4.738,-4.856
21.7805,-4.798,-5.021
21.8134,-4.823,-5.130
21.8463,-4.822,-5.190
21.8793,-4.800,-5.208
21.9123,-4.760,-5.187
21.9454,-4.706,-5.133
21.9785,-4.642,-5.052
22.0116,-4.582,-4.956
22.0449,-4.538,-4.862
22.0781,-4.523,-4.785
22.1114,-4.545,-4.739
22.1448,-4.602,-4.732
22.1782,-4.686,-4.766
22.2117,-4.786,-4.836
22.2452,-4.886,-4.934
22.2788,-4.979,-5.050
22.3124,-5.056,-5.172
22.3460,-5.113,-5.290
22.3798,-5.143,-5.388
22.4135,-5.131,-5.447
22.4473,-5.054,-5.439
22.4812,-4.884,-5.331
22.5151,-4.589,-5.088
22.5491,-4.150,-4.684
22.5831,-3.576,-4.122
22.6172,-2.922,-3.449
22.6513,-2.276,-2.747
22.6855,-1.733,-2.111
22.7197,-1.353,-1.607
22.7540,-1.142,-1.257
22.7884,-1.060,-1.044
22.8227,-1.043,-0.930
22.8572,-1.030,-0.876
22.8917,-0.980,-0.855
22.9262,-0.891,-0.867
22.9608,-0.814,-0.942
22.9955,-0.836,-1.129
23.0302,-1.043,-1.473
23.0649,-1.457,-1.977
23.0997,-2.031,-2.596
23.1346,-2.679,-3.256
23.1695,-3.312,-3.882
23.2044,-3.864,-4.420
23.2394,-4.289,-4.832
23.2745,-4.565,-5.098
23.3096,-4.692,-5.216
23.3448,-4.694,-5.202
23.3800,-4.609,-5.090
23.4153,-4.486,-4.921
23.4506,-4.363,-4.735
23.4860,-4.263,-4.561
23.5215,-4.184,-4.407
23.5569,-4.109,-4.272
23.5925,-4.011,-4.149
23.6281,-3.868,-4.028
23.6637,-3.673,-3.909
23.6995,-3.443,-3.801
23.7352,-3.222,-3.723
23.7710,-3.063,-3.700
23.8069,-3.007,-3.752
23.8428,-3.063,-3.880
23.8788,-3.204,-4.064
23.9148,-3.383,-4.266
23.9509,-3.547,-4.444
23.9870,-3.653,-4.558
24.0232,-3.668,-4.580
24.0595,-3.577,-4.495
24.0958,-3.384,-4.306
24.1322,-3.117,-4.038
24.1686,-2.821,-3.730
24.2050,-2.543,-3.426
24.2416,-2.317,-3.156
24.2781,-2.153,-2.932
24.3148,-2.041,-2.751
24.3515,-1.963,-2.606
24.3882,-1.904,-2.494
24.4250,-1.859,-2.420
24.4619,-1.837,-2.397
24.4988,-1.861,-2.444
24.5357,-1.958,-2.579
24.5728,-2.154,-2.815
24.6098,-2.455,-3.145
24.6470,-2.845,-3.545
24.6842,-3.289,-3.972
24.7214,-3.742,-4.382
24.7587,-4.169,-4.736
24.7961,-4.544,-5.010
24.8335,-4.855,-5.199
24.8709,-5.100,-5.306
24.9085,-5.283,-5.345
24.9461,-5.409,-5.329
24.9837,-5.486,-5.274
25.0214,-5.517,-5.190
25.0592,-5.509,-5.088
25.0970,-5.463,-4.974
25.1348,-5.382,-4.856
25.1728,-5.270,-4.741
25.2107,-5.131,-4.634
25.2488,-4.975,-4.543
25.2869,-4.812,-4.473
25.3250,-4.659,-4.425
25.3633,-4.526,-4.397
25.4015,-4.421,-4.383
25.4398,-4.341,-4.377
25.4782,-4.282,-4.375
25.5167,-4.239,-4.377
25.5552,-4.213,-4.386
25.5937,-4.212,-4.409
25.6324,-4.244,-4.451
25.6710,-4.319,-4.507
25.7098,-4.436,-4.564
25.7486,-4.581,-4.593
25.7874,-4.728,-4.564
25.8263,-4.851,-4.461
25.8653,-4.930,-4.289
25.9043,-4.958,-4.067
25.9434,-4.937,-3.822
25.9826,-4.872,-3.580
26.0218,-4.774,-3.364
26.0610,-4.653,-3.193
26.1004,-4.525,-3.086
26.1397,-4.407,-3.059
26.1792,-4.321,-3.116
26.2187,-4.287,-3.252
26.2582,-4.313,-3.444
26.2979,-4.395,-3.664
26.3375,-4.519,-3.887
26.3773,-4.668,-4.094
26.4171,-4.826,-4.284
26.4569,-4.985,-4.465
26.4969,-5.142,-4.654
26.5368,-5.291,-4.866
26.5769,-5.423,-5.103
26.6170,-5.519,-5.343
26.6572,-5.555,-5.535
26.6974,-5.513,-5.627
26.7377,-5.400,-5.600
26.7780,-5.238,-5.473
26.8184,-5.053,-5.286
26.8589,-4.864,-5.068
26.8994,-4.677,-4.837
26.9400,-4.495,-4.601
26.9806,-4.315,-4.357
27.0214,-4.138,-4.102
27.0621,-3.963,-3.832
27.1030,-3.795,-3.544
27.1439,-3.640,-3.237
27.1848,-3.505,-2.915
27.2258,-3.397,-2.585
27.2669,-3.322,-2.258
27.3081,-3.282,-1.945
27.3493,-3.275,-1.659
27.3905,-3.299,-1.417
27.4319,-3.353,-1.235
27.4733,-3.433,-1.132
27.5147,-3.539,-1.123
27.5562,-3.667,-1.221
27.5978,-3.815,-1.426
27.6394,-3.976,-1.725
27.6812,-4.145,-2.093
27.7229,-4.314,-2.500
27.7647,-4.478,-2.914
27.8066,-4.631,-3.311
27.8486,-4.770,-3.674
27.8906,-4.891,-3.988
27.9327,-4.992,-4.244
27.9749,-5.068,-4.431
28.0171,-5.116,-4.542
28.0593,-5.137,-4.570
28.1017,-5.131,-4.516
28.1441,-5.104,-4.382
28.1865,-5.063,-4.175
28.2291,-5.018,-3.907
28.2717,-4.977,-3.590
28.3143,-4.946,-3.241
28.3571,-4.930,-2.876
28.3998,-4.931,-2.514
28.4427,-4.947,-2.177
28.4856,-4.976,-1.884
28.5286,-5.013,-1.653
28.5716,-5.055,-1.499
28.6148,-5.097,-1.427
28.6579,-5.138,-1.443
28.7012,-5.176,-1.549
28.7445,-5.212,-1.753
28.7879,-5.244,-2.062
28.8313,-5.272,-2.477
28.8748,-5.289,-2.977
28.9184,-5.288,-3.512
28.9620,-5.259,-4.015
29.0057,-5.193,-4.421
29.0495,-5.080,-4.685
29.0933,-4.915,-4.789
29.1372,-4.699,-4.740
29.1812,-4.436,-4.552
29.2252,-4.136,-4.244
29.2693,-3.814,-3.831
29.3135,-3.489,-3.326
29.3577,-3.182,-2.739
29.4020,-2.918,-2.087
29.4464,-2.714,-1.392
29.4908,-2.581,-0.692
29.5353,-2.520,-0.041
29.5798,-2.518,0.496
29.6245,-2.557,0.861
29.6692,-2.617,1.027
29.7140,-2.683,1.002
29.7588,-2.747,0.830
29.8037,-2.810,0.561
29.8487,-2.878,0.238
29.8937,-2.967,-0.121
29.9388,-3.091,-0.516
29.9840,-3.267,-0.962
30.0292,-3.504,-1.471
30.0745,-3.798,-2.043
30.1199,-4.131,-2.658
30.1654,-4.474,-3.279
30.2109,-4.796,-3.862
30.2565,-5.072,-4.372
30.3021,-5.289,-4.790
30.3478,-5.446,-5.113
30.3936,-5.547,-5.348
30.4395,-5.601,-5.507
30.4854,-5.619,-5.605
30.5314,-5.608,-5.653
30.5775,-5.576,-5.662
30.6236,-5.530,-5.641
30.6698,-5.474,-5.597
30.7161,-5.409,-5.537
30.7625,-5.337,-5.464
30.8089,-5.259,-5.384
30.8554,-5.174,-5.300
30.9019,-5.084,-5.214
30.9486,-4.990,-5.130
30.9953,-4.896,-5.049
31.0420,-4.806,-4.977
31.0889,-4.724,-4.916
31.1358,-4.657,-4.872
31.1828,-4.610,-4.851
31.2298,-4.590,-4.856
31.2769,-4.598,-4.891
31.3241,-4.633,-4.952
31.3714,-4.687,-5.031
31.4187,-4.749,-5.115
31.4661,-4.803,-5.189
31.5136,-4.839,-5.240
31.5612,-4.848,-5.259
31.6088,-4.826,-5.243
31.6565,-4.775,-5.191
31.7042,-4.697,-5.107
31.7521,-4.595,-4.994
31.8000,-4.473,-4.854
31.8480,-4.332,-4.691
31.8960,-4.175,-4.507
31.9442,-4.001,-4.301
31.9924,-3.809,-4.076
32.0406,-3.597,-3.832
32.0890,-3.366,-3.568
32.1374,-3.112,-3.286
32.1859,-2.838,-2.988
32.2345,-2.547,-2.679
32.2831,-2.246,-2.366
32.3318,-1.947,-2.065
32.3806,-1.672,-1.795
32.4295,-1.443,-1.580
32.4784,-1.291,-1.449
32.5274,-1.240,-1.424
32.5765,-1.308,-1.520
32.6256,-1.495,-1.731
32.6749,-1.784,-2.040
32.7242,-2.149,-2.415
32.7735,-2.557,-2.822
32.8230,-2.978,-3.229
32.8725,-3.390,-3.613
32.9221,-3.778,-3.961
32.9718,-4.132,-4.263
33.0215,-4.449,-4.519
33.0714,-4.726,-4.730
33.1213,-4.963,-4.900
33.1713,-5.161,-5.035
33.2213,-5.321,-5.142
33.2714,-5.446,-5.225
33.3216,-5.539,-5.291
33.3719,-5.603,-5.343
33.4223,-5.642,-5.385
33.4727,-5.661,-5.419
33.5232,-5.662,-5.446
33.5738,-5.649,-5.468
33.6244,-5.625,-5.486
33.6752,-5.592,-5.501
33.7260,-5.551,-5.512
33.7769,-5.506,-5.520
33.8279,-5.456,-5.526
33.8789,-5.406,-5.529
33.9300,-5.355,-5.530
33.9812,-5.306,-5.529
34.0325,-5.259,-5.526
34.0838,-5.215,-5.523
34.1353,-5.173,-5.519
34.1868,-5.134,-5.516
34.2384,-5.099,-5.514
34.2900,-5.069,-5.514
34.3418,-5.046,-5.516
34.3936,-5.033,-5.522
34.4455,-5.033,-5.531
34.4975,-5.048,-5.543
34.5495,-5.081,-5.558
34.6016,-5.129,-5.572
34.6538,-5.189,-5.584
34.7061,-5.254,-5.591
34.7585,-5.318,-5.592
34.8110,-5.375,-5.586
34.8635,-5.420,-5.576
34.9161,-5.453,-5.561
34.9688,-5.471,-5.542
35.0215,-5.475,-5.520
35.0744,-5.464,-5.495
35.1273,-5.439,-5.466
35.1803,-5.399,-5.433
35.2334,-5.344,-5.396
35.2866,-5.274,-5.354
35.3398,-5.190,-5.306
35.3931,-5.094,-5.254
35.4465,-4.990,-5.197
35.5000,-4.887,-5.140
35.5536,-4.792,-5.086
35.6072,-4.715,-5.038
35.6610,-4.660,-5.000
35.7148,-4.629,-4.973
35.7687,-4.619,-4.956
35.8226,-4.625,-4.947
35.8767,-4.644,-4.944
35.9308,-4.672,-4.947
35.9850,-4.707,-4.956
36.0393,-4.749,-4.971
36.0937,-4.799,-4.995
36.1482,-4.857,-5.028
36.2027,-4.923,-5.072
36.2573,-4.997,-5.124
36.3120,-5.076,-5.184
36.3668,-5.156,-5.247
36.4217,-5.233,-5.309
36.4767,-5.306,-5.367
36.5317,-5.370,-5.418
36.5868,-5.426,-5.460
36.6420,-5.473,-5.494
36.6973,-5.512,-5.520
36.7527,-5.545,-5.539
36.8082,-5.572,-5.552
36.8637,-5.594,-5.560
36.9193,-5.613,-5.566
36.9750,-5.629,-5.569
37.0308,-5.642,-5.573
37.0867,-5.651,-5.577
37.1427,-5.657,-5.583
37.1987,-5.658,-5.589
37.2548,-5.654,-5.597
37.3110,-5.641,-5.605
37.3673,-5.621,-5.611
37.4237,-5.590,-5.614
37.4802,-5.549,-5.610
37.5367,-5.497,-5.598
37.5934,-5.433,-5.575
37.6501,-5.358,-5.540
37.7069,-5.273,-5.492
37.7638,-5.178,-5.431
37.8208,-5.076,-5.359
37.8779,-4.969,-5.275
37.9350,-4.860,-5.184
37.9923,-4.751,-5.087
38.0496,-4.647,-4.989
38.1070,-4.550,-4.892
38.1645,-4.462,-4.799
38.2221,-4.384,-4.711
38.2798,-4.316,-4.629
38.3375,-4.258,-4.554
38.3954,-4.208,-4.484
38.4533,-4.165,-4.418
38.5113,-4.128,-4.356
38.5694,-4.095,-4.295
38.6276,-4.065,-4.236
38.6859,-4.037,-4.177
38.7443,-4.011,-4.118
38.8028,-3.985,-4.060
38.8613,-3.961,-4.003
38.9199,-3.937,-3.948
38.9787,-3.913,-3.897
39.0375,-3.891,-3.852
39.0964,-3.869,-3.812
39.1554,-3.849,-3.781
39.2145,-3.830,-3.759
39.2736,-3.814,-3.747
39.3329,-3.801,-3.746
39.3922,-3.792,-3.757
39.4517,-3.790,-3.782
39.5112,-3.796,-3.821
39.5708,-3.811,-3.875
39.6305,-3.837,-3.944
39.6903,-3.874,-4.026
39.7502,-3.921,-4.121
39.8102,-3.977,-4.226
39.8703,-4.039,-4.337
39.9304,-4.103,-4.447
39.9907,-4.164,-4.552
40.0510,-4.215,-4.645
40.1115,-4.252,-4.719
40.1720,-4.269,-4.768
40.2326,-4.264,-4.789
40.2933,-4.233,-4.779
40.3541,-4.176,-4.736
40.4150,-4.094,-4.662
40.4760,-3.991,-4.560
40.5370,-3.870,-4.432
40.5982,-3.736,-4.285
40.6595,-3.598,-4.124
40.7208,-3.461,-3.957
40.7823,-3.334,-3.791
40.8438,-3.222,-3.633
40.9054,-3.133,-3.489
40.9672,-3.070,-3.364
41.0290,-3.037,-3.264
41.0909,-3.034,-3.190
41.1529,-3.062,-3.145
41.2150,-3.117,-3.128
41.2772,-3.196,-3.137
41.3395,-3.295,-3.172
41.4018,-3.409,-3.228
41.4643,-3.533,-3.304
41.5269,-3.664,-3.396
41.5895,-3.798,-3.501
41.6523,-3.933,-3.619
41.7151,-4.068,-3.746
41.7781,-4.202,-3.883
41.8411,-4.335,-4.028
41.9042,-4.469,-4.180
41.9675,-4.603,-4.339
42.0308,-4.737,-4.503
42.0942,-4.872,-4.670
42.1577,-5.005,-4.837
42.2214,-5.135,-5.001
42.2851,-5.260,-5.157
42.3489,-5.375,-5.299
42.4128,-5.475,-5.421
42.4768,-5.557,-5.515
42.5409,-5.613,-5.576
42.6050,-5.641,-5.597
42.6693,-5.636,-5.573
42.7337,-5.595,-5.501
42.7982,-5.519,-5.379
42.8628,-5.409,-5.211
42.9274,-5.268,-4.998
42.9922,-5.100,-4.748
43.0571,-4.909,-4.466
43.1221,-4.700,-4.160
43.1871,-4.477,-3.835
43.2523,-4.241,-3.498
43.3176,-3.995,-3.152
43.3829,-3.737,-2.801
43.4484,-3.467,-2.446
43.5139,-3.184,-2.088
43.5796,-2.886,-1.730
43.6454,-2.574,-1.372
43.7112,-2.247,-1.019
43.7772,-1.909,-0.674
43.8432,-1.564,-0.344
43.9094,-1.220,-0.038
43.9756,-0.886,0.237
44.0420,-0.573,0.470
44.1084,-0.292,0.652
44.1750,-0.054,0.779
44.2417,0.134,0.844
44.3084,0.266,0.849
44.3753,0.342,0.796
44.4422,0.363,0.691
44.5093,0.335,0.541
44.5764,0.265,0.358
44.6437,0.162,0.150
44.7111,0.035,-0.071
44.7785,-0.105,-0.295
44.8461,-0.249,-0.513
44.9138,-0.389,-0.716
44.9815,-0.515,-0.893
45.0494,-0.619,-1.039
45.1174,-0.696,-1.146
45.1855,-0.740,-1.209
45.2536,-0.748,-1.224
45.3219,-0.718,-1.190
45.3903,-0.650,-1.105
45.4588,-0.547,-0.971
45.5274,-0.412,-0.794
45.5961,-0.251,-0.576
45.6649,-0.071,-0.325
45.7338,0.124,-0.046
45.8028,0.327,0.254
45.8719,0.534,0.569
45.9411,0.741,0.893
46.0105,0.945,1.222
46.0799,1.144,1.552
46.1494,1.339,1.878
46.2190,1.528,2.199
46.2888,1.712,2.510
46.3586,1.891,2.808
46.4286,2.065,3.088
46.4986,2.233,3.348
46.5688,2.393,3.581
46.6391,2.545,3.786
46.7094,2.685,3.957
46.7799,2.811,4.092
46.8505,2.920,4.188
46.9212,3.010,4.245
46.9920,3.077,4.260
47.0629,3.119,4.234
47.1339,3.134,4.166
47.2050,3.118,4.057
47.2763,3.071,3.907
47.3476,2.989,3.716
47.4190,2.871,3.486
47.4906,2.718,3.217
47.5623,2.527,2.914
47.6340,2.301,2.577
47.7059,2.042,2.212
47.7779,1.752,1.824
47.8500,1.437,1.419
47.9222,1.103,1.003
47.9945,0.754,0.582
48.0669,0.399,0.165
48.1394,0.042,-0.244
48.2121,-0.311,-0.640
48.2848,-0.656,-1.020
48.3577,-0.991,-1.382
48.4306,-1.314,-1.725
48.5037,-1.625,-2.049
48.5769,-1.925,-2.356
48.6502,-2.214,-2.647
48.7236,-2.496,-2.924
48.7971,-2.771,-3.189
48.8708,-3.041,-3.442
48.9445,-3.306,-3.683
49.0184,-3.566,-3.910
49.0923,-3.818,-4.121
49.1664,-4.059,-4.310
49.2406,-4.284,-4.473
49.3149,-4.488,-4.603
49.3893,-4.665,-4.696
49.4638,-4.810,-4.747
49.5385,-4.917,-4.754
49.6132,-4.986,-4.721
49.6881,-5.016,-4.650
49.7630,-5.010,-4.550
49.8381,-4.973,-4.427
49.9133,-4.911,-4.292
49.9886,-4.830,-4.153
50.0641,-4.738,-4.015
50.1396,-4.639,-3.886
50.2153,-4.539,-3.768
50.2910,-4.441,-3.664
50.3669,-4.349,-3.575
50.4429,-4.264,-3.502
50.5190,-4.187,-3.443
50.5953,-4.118,-3.397
50.6716,-4.058,-3.363
50.7481,-4.005,-3.337
50.8246,-3.959,-3.319
50.9013,-3.917,-3.305
50.9781,-3.879,-3.293
51.0551,-3.844,-3.281
51.1321,-3.810,-3.267
51.2092,-3.776,-3.250
51.2865,-3.742,-3.229
51.3639,-3.708,-3.205
51.4414,-3.675,-3.179
51.5190,-3.644,-3.152
51.5968,-3.615,-3.127
51.6746,-3.592,-3.105
51.7526,-3.574,-3.090
51.8307,-3.565,-3.082
51.9089,-3.564,-3.085
51.9872,-3.574,-3.100
52.0656,-3.595,-3.127
52.1442,-3.627,-3.167
52.2229,-3.669,-3.220
52.3017,-3.722,-3.285
52.3806,-3.784,-3.360
52.4596,-3.854,-3.444
52.5388,-3.928,-3.534
52.6181,-4.005,-3.627
52.6975,-4.081,-3.719
52.7770,-4.151,-3.805
52.8566,-4.212,-3.882
52.9364,-4.259,-3.944
53.0163,-4.288,-3.988
53.0963,-4.296,-4.010
53.1764,-4.280,-4.008
53.2566,-4.241,-3.982
53.3370,-4.179,-3.933
53.4174,-4.096,-3.863
53.4980,-3.998,-3.779
53.5788,-3.889,-3.683
53.6596,-3.774,-3.583
53.7406,-3.658,-3.483
53.8217,-3.547,-3.388
53.9029,-3.442,-3.300
53.9842,-3.348,-3.222
54.0657,-3.265,-3.155
54.1473,-3.194,-3.100
54.2290,-3.135,-3.055
54.3108,-3.087,-3.020
54.3927,-3.048,-2.992
54.4748,-3.017,-2.970
54.5570,-2.992,-2.950
54.6393,-2.971,-2.932
54.7218,-2.951,-2.910
54.8043,-2.931,-2.884
54.8870,-2.908,-2.851
54.9699,-2.880,-2.808
55.0528,-2.845,-2.753
55.1359,-2.803,-2.685
55.2191,-2.752,-2.603
55.3024,-2.691,-2.506
55.3858,-2.622,-2.396
55.4694,-2.546,-2.274
55.5531,-2.463,-2.143
55.6369,-2.378,-2.007
55.7209,-2.292,-1.870
55.8050,-2.210,-1.739
55.8892,-2.136,-1.619
55.9735,-2.073,-1.514
56.0579,-2.023,-1.431
56.1425,-1.991,-1.372
56.2272,-1.977,-1.341
56.3121,-1.981,-1.337
56.3971,-2.005,-1.360
56.4822,-2.046,-1.410
56.5674,-2.102,-1.482
56.6527,-2.171,-1.574
56.7382,-2.251,-1.682
56.8238,-2.338,-1.802
56.9096,-2.429,-1.929
56.9954,-2.522,-2.061
57.0814,-2.613,-2.193
57.1676,-2.699,-2.323
57.2538,-2.779,-2.447
57.3402,-2.851,-2.564
57.4267,-2.913,-2.672
57.5134,-2.964,-2.770
57.6002,-3.004,-2.857
57.6871,-3.033,-2.932
57.7741,-3.050,-2.995
57.8613,-3.058,-3.047
57.9486,-3.055,-3.088
58.0361,-3.045,-3.119
58.1236,-3.027,-3.140
58.2113,-3.003,-3.152
58.2992,-2.974,-3.156
58.3871,-2.940,-3.152
58.4752,-2.901,-3.140
58.5635,-2.859,-3.120
58.6518,-2.813,-3.092
58.7403,-2.762,-3.057
58.8290,-2.708,-3.013
58.9177,-2.649,-2.961
59.0066,-2.584,-2.899
59.0957,-2.515,-2.829
59.1848,-2.440,-2.748
59.2741,-2.359,-2.659
59.3636,-2.272,-2.559
59.4532,-2.179,-2.450
59.5429,-2.081,-2.331
59.6327,-1.978,-2.205
59.7227,-1.871,-2.071
59.8128,-1.760,-1.930
59.9031,-1.646,-1.785
59.9934,-1.531,-1.636
60.0840,-1.415,-1.486
60.1746,-1.300,-1.335
60.2654,-1.187,-1.187
60.3564,-1.076,-1.041
60.4474,-0.969,-0.901
60.5386,-0.866,-0.767
60.6300,-0.768,-0.640
60.7215,-0.675,-0.521
60.8131,-0.587,-0.410
60.9049,-0.505,-0.308
60.9968,-0.429,-0.215
61.0888,-0.358,-0.129
61.1810,-0.292,-0.052
61.2733,-0.232,0.018
61.3657,-0.177,0.081
61.4583,-0.127,0.138
61.5511,-0.084,0.189
61.6440,-0.046,0.233
61.7370,-0.015,0.272
61.8301,0.008,0.306
61.9234,0.024,0.332
62.0169,0.031,0.353
62.1104,0.029,0.365
62.2042,0.018,0.370
62.2980,-0.004,0.366
62.3920,-0.035,0.354
62.4862,-0.075,0.332
62.5804,-0.123,0.300
62.6749,-0.179,0.259
62.7694,-0.240,0.210
62.8642,-0.306,0.151
62.9590,-0.376,0.085
63.0540,-0.447,0.012
63.1492,-0.520,-0.068
63.2444,-0.594,-0.155
63.3399,-0.667,-0.247
63.4354,-0.740,-0.345
63.5312,-0.814,-0.448
63.6270,-0.888,-0.558
63.7230,-0.964,-0.673
63.8192,-1.043,-0.796
63.9155,-1.124,-0.925
64.0119,-1.211,-1.063
64.1085,-1.303,-1.209
64.2052,-1.403,-1.364
64.3021,-1.512,-1.528
64.3991,-1.630,-1.702
64.4963,-1.759,-1.885
64.5936,-1.898,-2.077
64.6911,-2.047,-2.276
64.7887,-2.206,-2.481
64.8865,-2.373,-2.689
64.9844,-2.546,-2.898
65.0824,-2.722,-3.105
65.1806,-2.898,-3.306
65.2790,-3.071,-3.499
65.3775,-3.238,-3.680
65.4761,-3.396,-3.846
65.5749,-3.543,-3.995
65.6739,-3.675,-4.125
65.7730,-3.793,-4.235
65.8722,-3.894,-4.325
65.9716,-3.978,-4.395
66.0712,-4.046,-4.444
66.1709,-4.098,-4.475
66.2707,-4.134,-4.487
66.3707,-4.156,-4.482
66.4708,-4.164,-4.462
66.5711,-4.160,-4.427
66.6716,-4.146,-4.380
66.7722,-4.122,-4.321
66.8729,-4.090,-4.251
66.9739,-4.051,-4.173
67.0749,-4.008,-4.088
67.1761,-3.961,-3.996
67.2775,-3.913,-3.899
67.3790,-3.865,-3.800
67.4807,-3.820,-3.700
67.5825,-3.780,-3.602
67.6845,-3.746,-3.506
67.7866,-3.721,-3.417
67.8889,-3.707,-3.335
67.9913,-3.705,-3.264
68.0939,-3.717,-3.206
68.1966,-3.742,-3.161
68.2996,-3.781,-3.132
68.4026,-3.833,-3.119
68.5058,-3.896,-3.122
68.6092,-3.969,-3.141
68.7127,-4.050,-3.174
68.8164,-4.137,-3.221
68.9202,-4.228,-3.280
69.0242,-4.321,-3.348
69.1284,-4.413,-3.425
69.2327,-4.505,-3.509
69.3372,-4.595,-3.598
69.4418,-4.683,-3.692
69.5466,-4.767,-3.789
69.6515,-4.848,-3.889
69.7566,-4.925,-3.992
69.8618,-5.000,-4.097
69.9673,-5.071,-4.204
70.0728,-5.139,-4.312
70.1786,-5.205,-4.423
70.2845,-5.267,-4.534
70.3905,-5.327,-4.647
70.4967,-5.384,-4.761
70.6031,-5.438,-4.874
70.7096,-5.487,-4.986
70.8163,-5.533,-5.096
70.9232,-5.573,-5.201
71.0302,-5.607,-5.300
71.1374,-5.633,-5.391
71.2447,-5.651,-5.472
71.3522,-5.659,-5.540
71.4599,-5.656,-5.594
71.5677,-5.642,-5.631
71.6757,-5.614,-5.650
71.7838,-5.574,-5.650
71.8922,-5.522,-5.631
72.0006,-5.456,-5.593
72.1093,-5.379,-5.537
72.2181,-5.291,-5.464
72.3271,-5.194,-5.376
72.4362,-5.088,-5.274
72.5455,-4.976,-5.160
72.6550,-4.857,-5.036
72.7646,-4.735,-4.903
72.8744,-4.609,-4.763
72.9843,-4.480,-4.618
73.0945,-4.350,-4.469
73.2048,-4.219,-4.316
73.3152,-4.087,-4.160
73.4258,-3.954,-4.003
73.5366,-3.821,-3.844
73.6476,-3.687,-3.684
73.7587,-3.554,-3.523
73.8700,-3.419,-3.361
73.9815,-3.284,-3.198
74.0931,-3.148,-3.035
74.2049,-3.010,-2.870
74.3169,-2.871,-2.704
74.4290,-2.729,-2.538
74.5413,-2.586,-2.369
74.6538,-2.439,-2.200
74.7664,-2.289,-2.028
74.8793,-2.135,-1.854
74.9922,-1.976,-1.678
75.1054,-1.813,-1.500
75.2187,-1.645,-1.319
75.3322,-1.472,-1.135
75.4459,-1.293,-0.948
75.5597,-1.108,-0.757
75.6737,-0.917,-0.564
75.7879,-0.719,-0.368
75.9023,-0.516,-0.168
76.0168,-0.306,0.035
76.1315,-0.091,0.240
76.2464,0.130,0.448
76.3614,0.356,0.658
76.4767,0.587,0.869
76.5921,0.822,1.082
76.7076,1.059,1.293
76.8234,1.298,1.504
76.9393,1.539,1.713
77.0554,1.778,1.918
77.1717,2.016,2.118
77.2881,2.249,2.311
77.4047,2.477,2.496
77.5215,2.697,2.670
77.6385,2.907,2.832
77.7556,3.105,2.980
77.8730,3.288,3.111
77.9905,3.455,3.224
78.1081,3.602,3.316
78.2260,3.727,3.386
78.3440,3.829,3.433
78.4623,3.906,3.456
78.5806,3.956,3.454
78.6992,3.980,3.426
78.8180,3.976,3.374
78.9369,3.946,3.297
79.0560,3.890,3.199
79.1753,3.811,3.081
79.2948,3.710,2.945
79.4144,3.590,2.794
79.5342,3.455,2.631
79.6542,3.308,2.460
79.7744,3.152,2.284
79.8948,2.990,2.106
80.0154,2.827,1.929
80.1361,2.666,1.755
80.2570,2.508,1.588
80.3781,2.357,1.429
80.4994,2.214,1.281
80.6209,2.082,1.144
80.7425,1.960,1.020
80.8643,1.851,0.909
80.9864,1.755,0.812
81.1086,1.672,0.728
81.2309,1.601,0.658
81.3535,1.542,0.601
81.4763,1.496,0.557
81.5992,1.460,0.525
81.7223,1.434,0.504
81.8456,1.418,0.493
81.9691,1.410,0.492
82.0928,1.409,0.500
82.2167,1.414,0.515
82.3407,1.425,0.538
82.4650,1.441,0.567
82.5894,1.461,0.602
82.7140,1.483,0.641
82.8389,1.509,0.686
82.9638,1.536,0.735
83.0890,1.566,0.788
83.2144,1.597,0.845
83.3400,1.631,0.906
83.4657,1.665,0.970
83.5917,1.702,1.038
83.7178,1.740,1.110
83.8441,1.781,1.185
83.9706,1.823,1.264
84.0973,1.869,1.346
84.2242,1.917,1.432
84.3513,1.968,1.520
84.4786,2.021,1.612
84.6061,2.078,1.706
84.7337,2.138,1.803
84.8616,2.200,1.900
84.9896,2.265,1.999
85.1179,2.331,2.097
85.2463,2.398,2.194
85.3749,2.466,2.289
85.5038,2.533,2.380
85.6328,2.598,2.466
85.7620,2.660,2.546
85.8914,2.717,2.617
86.0210,2.768,2.679
86.1508,2.812,2.729
86.2808,2.847,2.766
86.4110,2.871,2.789
86.5414,2.883,2.796
86.6719,2.881,2.785
86.8027,2.864,2.756
86.9337,2.831,2.708
87.0649,2.781,2.641
87.1962,2.713,2.554
87.3278,2.628,2.447
87.4596,2.525,2.322
