BJD RV e_RV BERV rv7 e_rv7 rv8 e_rv8 rv9 e_rv9 rv10 e_rv10 rv11 e_rv11 rv12 e_rv12 rv13 e_rv13 rv14 e_rv14 rv15 e_rv15 rv16 e_rv16 filename
2460696.6456115656 -1387.3522656717664 449.5050167485842 -7.0825513861967835 -3243.5809493104616 211.83622790485595 1766.1903679264494 131.88986004891825 -2272.802810652133 146.44420639904703 -1920.805837502994 119.80247582572048 -2491.153838899892 1269.0435913029758 -1560.3679121849011 218.91457251208706 -537.5172080166623 399.6142732994879 -2089.900665172928 261.6097083131068 -272.3232026688811 345.8975908932385 -1251.260600235262 223.1736948940519 ADP.2025-05-25T09-47-12.250.fits
2460312.5616805987 -1425.328030132901 412.0331955320706 -1.9746036283822095 -2470.8595241290836 266.36334036693745 1810.8088373808607 242.0335634010345 -1525.460471092799 179.39097776782273 -1795.0276320986952 140.96169025591382 -3294.477550176271 1750.0975939090874 -1570.1907507064486 240.46401784423716 -1391.9394483701878 335.2090923172759 -1447.6231693858385 263.527894150842 -1210.5002658659441 325.0253004482109 -1358.0103268846008 186.61570386841288 ADP.2025-05-26T11-11-51.393.fits
2460318.7712704595 -1126.1270528172702 395.32270897238624 -4.076756113937941 -2891.207995961007 196.97902834041852 1106.1287640463104 132.41656272130527 -2073.4531303838353 138.88930150493465 -2086.1347802304126 114.65241206057222 709.4230137629883 1413.9365481212667 -1454.5598599754214 207.34848701777224 -929.7930454562991 383.84664631161246 -1664.1815670117185 220.9380967559995 -598.3764634648325 240.8743782879951 -1379.1154634984737 174.30786395378914 ADP.2025-05-26T11-38-41.197.fits
2460320.6801158413 -1182.632146510374 431.5595741656168 -4.41528743508785 -2963.9065845811992 164.67755746555144 629.2108585620704 226.47067217400752 -2409.415400177686 120.57415771323537 -2119.0886136194003 101.90976372796148 1461.7120781985877 994.4049779804313 -1508.652856204746 207.90041698304128 -605.3715348939036 364.4840392599255 -1615.9926318573775 243.15930576354705 -993.7921060385215 233.25528259535207 -1701.0246744915632 180.04263867339284 ADP.2025-05-26T11-39-33.677.fits
2460328.5502090706 -1567.7960441849316 391.21904777495234 -6.187694692262729 -3245.363336386494 164.50610511814375 969.9715959200295 122.34617029294063 -2464.7199118965705 118.43770680745637 -2257.6245726427132 120.41699925345404 -1774.2591132543723 1164.6614861153162 -1854.5325189878572 197.95010250388864 -641.3348888295891 384.9208084489821 -2627.0893394209443 244.0553370478337 -559.9474530486074 214.221134524142 -1223.0609033021979 163.80221180520314 ADP.2025-05-26T11-52-33.101.fits
2460339.6560602556 -1033.602951389094 451.20402319649173 -9.058472533943322 -2123.8328151949827 340.5726729869625 1148.1113757510693 180.5994207182896 -2226.2285035790733 204.86593052089458 -1972.1715317925293 209.79033189830417 1779.6546376026974 1943.941285457481 -1588.383333181462 344.79625641078405 -1047.2963530804757 722.7757228368041 -2355.350039612163 457.3545376615428 -757.6631631979411 493.4849757603609 -1192.8697876060776 396.0027237345578 ADP.2025-05-26T11-57-49.667.fits
2460647.8354338035 -1419.4474457458664 276.57680036907095 5.591534097134687 -2401.367738273459 135.23688809749498 -1461.1950019059352 244.68593805160958 -2035.1511321896537 107.81778635274443 -2010.846494924299 80.20889930798798 -1648.7158816542906 860.3196842793722 -1478.5364684941865 180.55192709782767 -1283.8848349184684 268.8256766907961 773.952958151594 191.30117836060313 -946.0451261331848 318.2000052180335 -1702.6847371167812 191.03851625761155 ADP.2025-05-26T12-01-48.920.fits
2460666.7973373244 -1243.6943063511044 398.80922734826896 0.594891900413732 -1931.4339891655243 149.00291123979594 1531.0163857559214 97.09868679367425 -1237.1338990375016 112.55310292578781 -1880.6602032795363 88.65080961827394 -3445.2892644188646 1025.6797118102338 -1381.998803338414 186.6143179389494 -1210.5351418638688 262.7617740438931 -368.5695272679311 195.69264647815623 -1028.9959837334259 345.6322859893363 -1483.3426371618993 215.24203156492644 ADP.2025-05-26T12-57-59.383.fits
2460674.742469253 -1326.1588809038894 331.43671178634077 -1.4985627390421479 -2257.2712924901994 145.24646189277584 1242.3555870742205 467.58402422212527 -1538.6730764882639 108.41869691772027 -1768.6487062744466 87.89846243894772 -2571.4201064414765 932.2415417008859 -1277.4355896733045 202.84286922239056 -1687.1999852057502 287.81201001114454 -688.7860741857406 187.3754542192437 -1145.4153791381857 326.8605880692505 -1569.0941862157486 247.90858237398362 ADP.2025-05-26T13-01-55.721.fits
2460624.8335913285 -776.4282425063242 766.2036214363844 10.805474841689756 -2735.903092373187 162.27900507497952 893.5006486975618 102.45188313859224 -2354.195269654192 120.70243396747576 -2323.7216565355984 97.0269472362117 5096.398608105919 1188.4029633277378 -2120.291085219395 178.51054660215613 -1886.8698696534057 343.14629441823035 766.3234637959085 235.47298593913922 -1218.7540001273192 363.4243745821383 -1880.7701720995335 200.99340855640466 ADP.2025-05-26T13-07-19.921.fits
