BJD RV e_RV BERV rv7 e_rv7 rv8 e_rv8 rv9 e_rv9 rv10 e_rv10 rv11 e_rv11 rv12 e_rv12 rv13 e_rv13 rv14 e_rv14 rv15 e_rv15 rv16 e_rv16 filename
2460584.875489143 -6057.226563371406 5390.48880553467 20.957948145175404 -424.9247139604522 429.29420087448733 1852.6329770554305 281.94017413615904 nan nan -19940.24611353409 510.9659957421254 17953.500244073948 962.6008051706881 -18777.23540890488 412.84216726335023 8591.016883634507 inf nan nan -19751.622567178645 717.7312561917751 -3312.690361151153 741.7555820913091 ADP.2025-05-27T06-28-34.866.fits
2460584.8908521803 -10225.953274071126 5067.839460403049 20.920784675788088 -1966.8910908107991 428.60775368198034 1410.109729055516 274.3433789250792 -41079.38796812928 353.05827520086893 -21298.33232175819 484.86984711982217 10847.972758784894 989.2306948112234 -15149.640766137849 413.72972946248467 9458.308100540586 inf -4283.820470114621 516.2430313144016 -16060.663515720404 796.4281027063264 -4452.925821809408 778.0926007399041 ADP.2025-05-27T06-28-34.869.fits
2460359.619668748 -5780.598666555739 3945.706479343528 -17.65287763592288 -22626.300867450464 381.093317653853 -14479.989647121647 322.2483088445967 -19000.972123482945 452.50425358316465 -345.14488472202703 320.34373601824177 1195.169896617651 3837.2816568095677 -6555.410352654578 inf 6732.119053618622 811.0822026108686 -735.825761631879 466.47781249296384 nan nan 3016.155001726768 927.0900753388896 ADP.2025-06-02T10-15-54.683.fits
2460359.641852384 -1779.4005150823223 6250.348820873864 -17.70388502507483 -22373.241741035876 436.3608517138257 -17515.51395639718 250.39725254475832 -18830.73953843414 462.59030726089185 13.855651761819539 334.4937832427542 1863.3806959877695 3952.1115459106663 -1686.148635230805 627.7535967121896 -28666.019968171473 inf -388.5179899216754 443.6422101422542 40849.45192507619 2306.186030312823 2052.8689524529964 968.0955504781572 ADP.2025-06-02T10-15-54.686.fits
2460359.664042039 -4560.531584390064 3196.407208352175 -17.750393225453664 -22482.913186966092 363.6317310916036 -4037.172423266952 231.13762784059568 -19057.662399952445 481.77409641696585 -935.1482250889889 318.87116826965826 1802.1733521586739 4050.1757118144887 -24992.543752441536 inf 4506.638154468851 770.9150967726981 -160.172194114852 438.4284176706483 -2904.189464683119 878.7617265503372 2223.6621279343394 915.2641458832774 ADP.2025-06-02T10-15-54.689.fits
2460370.5901542692 -10379.574919072886 4411.078150538829 -19.56313601493147 -23768.91175539909 449.70052893344746 -4588.057076699333 232.3921414413468 -21175.708880923583 443.42437793098554 -850.487263953243 326.94213754591294 962.0598742840369 4191.646623012355 388.8804985140712 inf -30102.884120236522 639.2582737485806 -513.9335978646741 440.47423476596003 -33756.40113461744 inf -2998.6765317906693 1036.6332779487727 ADP.2025-11-25T12-35-27.056.fits
2460370.6123958896 -7191.3426977319605 5119.439299919493 -19.612831844655688 -24383.517352104027 391.4452699559148 -18977.947107530443 205.3929628896776 -20847.974430146613 435.5689245777867 -438.4129608371763 329.8960573892546 1782.8553884113148 3785.2183144597284 -21048.289380157807 671.4280683281196 22547.424733136002 813.5606182561197 -519.2455537569421 906.9044275964937 -34343.12793441307 inf -2836.9776166019515 878.6000408673924 ADP.2025-11-25T12-35-27.059.fits
2460370.6346235494 -14483.62811252092 4582.857893402714 -19.657943451109265 -24030.03600942925 422.01447225566704 -18584.669749187993 238.34924630591493 -21197.69753526579 443.5048902030752 -612.4152634059735 327.32577598213265 -2120.0094788255396 3551.0985989470146 -28644.840714042934 700.623681960723 -28822.943258983276 inf 88.92773172324479 1136.0804803322987 -34673.5022222418 806.5115266295443 -578.4097720122478 739.2406698434766 ADP.2025-11-25T12-35-27.062.fits
2460388.5543983965 -6339.907257955276 7340.169270860751 -21.16233593449564 -26431.697537416774 413.58219605815424 -21101.94514004616 304.95252804234684 -22307.480828450516 503.2847584601117 -3123.5246884641288 380.26146253131054 1473.2648041619886 2601.1302424287387 -5830.5896500229655 465.1516477231149 49996.20195459419 899.7833713050861 -2792.7813648202396 509.2388700686099 -32487.69550884946 678.7664072156967 -792.8246202387 808.4216999901973 ADP.2025-11-25T12-42-27.259.fits
2460388.576728088 -1584.214154718273 6935.028366211556 -21.207017612095 -25767.45283409331 504.6430629083768 -6154.909020688861 255.77355089987068 -21915.839440141528 468.22054323729674 -1206.2183892402195 436.630580935913 1475.073761128534 2848.3587499678874 -4367.452574231305 523.495037870721 47649.28605238697 793.5885403574592 -3036.2980944372707 484.0795483337466 -35817.62772883684 inf -934.116853147466 818.9207642985385 ADP.2025-11-25T12-42-27.262.fits
2460388.5990925054 -4059.9352912603604 7506.191386882776 -21.2466483208945 -27197.121461402345 357.5531228670946 -5661.149652504139 265.2087931555258 -22015.46021316161 489.8964657643679 -24840.714872842273 479.062546954942 2070.8952761862865 1874.2341188183848 -5222.2347194605845 462.6466148149229 47918.844768730654 820.5110670478418 -1918.6189265559908 1842.0751062947443 -32192.288622960354 inf 326.14217966675875 721.175738985794 ADP.2025-11-25T12-42-27.265.fits
2460389.5412027743 -2972.8581648560903 8292.544421567423 -21.166181367100897 -26861.30029933129 367.4207801095325 -19178.647274749623 248.06990879821694 -22168.9572142292 526.5665045135879 -92.8046343346517 377.08425700136337 1276.3588658155754 2843.7405193605173 -22797.257394165004 inf 48200.11112157687 840.7929980350856 -3825.182025319775 451.5331039408546 -34189.77887426793 inf -1132.4438582766286 932.5235055946198 ADP.2025-11-25T12-46-41.190.fits
2460389.563621191 -9122.058632817072 4457.873965268059 -21.213003127444374 -29317.375268020278 276.7506511364174 -7279.175020424137 236.72084887483757 -21911.02008275385 466.2633100582793 -1184.957313360081 389.1479369863175 1757.1377967741087 2451.650736757229 -29429.23424939698 inf -749.429393027358 inf -4085.9707192052797 460.16279239895357 -18815.11947286683 inf -1833.0498227299925 848.967386010761 ADP.2025-11-25T12-46-41.193.fits
2460389.5860411385 -12610.809719261017 4448.022463363149 -21.25507471969908 -27625.0681350782 301.5989758164261 -20040.768046577097 219.00976396092813 -22025.230620795293 502.68162255827167 -512.1861086910134 407.7743770510228 1822.369605325496 1683.5915508834235 -5641.420372704072 450.63934271202055 -1893.3710664219368 inf -3935.4580625977987 450.5671702355834 -33948.335896464814 684.8622402704189 -1591.189835766342 914.3678090154764 ADP.2025-11-25T12-46-41.196.fits
2460407.5280451253 -6970.8757691698165 4411.491209257705 -20.68728132714334 -24554.574151576475 391.59714737614996 -19097.469230649705 287.01244283258694 -21621.145585869075 436.52112681443674 402.78311858425417 349.1665789835974 2244.1062210340924 4705.127105268446 -21573.439143510266 inf 5871.182542265494 870.8344624817604 -791.1570193319783 458.00476984412006 -33350.690863230535 inf 1779.2679521848668 981.7572752771256 ADP.2025-11-25T12-56-19.609.fits
2460407.543523071 -10164.835767527076 4775.026978487006 -20.712979907918328 -24679.978504176048 446.30479964963126 -24256.31423878676 195.9985543319275 -21832.935056607534 453.7905443369645 -3.1669471134410174 329.9629264101927 1874.8654244794748 3883.765530104945 -30317.17332684749 inf -30575.53409849201 inf -1718.278747717596 457.47232469662623 -34345.03920998169 inf -538.0423027676337 849.6805134597588 ADP.2025-11-25T12-56-19.612.fits
